Artist,Title,Medium,Year_acquisition,Medium_classified
Francesco Matarrese,"Minuta preparatoria della lettera «Rifiuto del lavoro in arte», indirizzata a Giancarlo Politi (Draft of letter “Refusal of labour in art”, addressed to Giancarlo Politi)",Work on paper,2013,graphics
Francesco Matarrese,L’impresa 1 (Feat 1),Work on paper,2013,graphics
Francisco Mateos González,La madre (The Mother),"Work on paper, Drawing",1988,graphics
Francisco Mateos González,Juventud (Youth),"Work on paper, Drawing",1988,graphics
Francisco Mateos González,Canción sentimental (Sentimental Song),"Work on paper, Drawing",1988,graphics
Francisco Mateos González,Color de Murcia (Colour of Murcia),Painting,1988,painting
Francisco Mateos González,El síncope (The Fainting Spell),"Work on paper, Drawing",1988,graphics
Francisco Mateos González,El bautizo (The Baptism),"Work on paper, Drawing",1988,graphics
Francisco Mateos González,El jardín de los locos (The Garden of the Mad),Painting,1988,painting
Francisco Mateos González,El sitio de Madrid. 10 litografías por Francisco Mateos (The Siege of Madrid. 10 lithographs by Francisco Mateos),Graphic art,1999,graphics
Roberto Matta,Entretiens Morphologiques (Morphological Interviews),Graphic art,2011,graphics
Roberto Matta,Alfa Morphology,"Work on paper, Drawing",1999,graphics
Roberto Matta,Morfología psicológica (Psychological Morphology),Painting,1999,painting
Roberto Matta,Sin título (Untitled),"Work on paper, Drawing",1999,graphics
Roberto Matta,Nacimiento de gemelos (Birth of Twins),"Work on paper, Drawing",1999,graphics
Roberto Matta,Evolution d’une cible (The Evolution of a Cloud),Painting,2016,painting
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Le salon (The Lounge),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Murs. Patio à sculptures très longues (Walls. Patio Sculptures Very Long),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Construit parmi les roches (exterieur et interieur) (Built Between Rocks [Exterior and Interior]),"Work on paper, Drawing",2010,graphics
Roberto Matta,Colonne (Column),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Parcours d’imitation dialectique (Dialectical Path of Imitation),"Work on paper, Drawing",2010,graphics
Roberto Matta,Sans titre (Untitled),"Work on paper, Drawing",2010,graphics
Roberto Matta,Ubu roi,Graphic art,2011,graphics
Roberto Matta,Don qui? (Don Quixote),Graphic art,2011,graphics
Roberto Matta,L'Opresavio y L'Opresente,"Work on paper, Drawing",1988,graphics
Roberto Matta,"Munda y desnuda, la libertad contra la opresión (Worldly and Nude, Freedom Against Oppression)",Painting,1988,painting
Roberto Matta,L'Oprésato y L'Opresuyó,"Work on paper, Drawing",1988,graphics
Roberto Matta,Amapola (Poppy),Graphic art,2011,graphics
Roberto Matta,Catelia,Graphic art,2011,graphics
Roberto Matta,Flemina,Graphic art,2011,graphics
Gordon Matta-Clark,Chinatown Voyeur,Video,2007,video art
Gordon Matta-Clark,Tree Dance,"Film, Performance",2007,video art
Gordon Matta-Clark,Fire Child,Video,2007,video art
Gordon Matta-Clark,Open House,"Video, Performance",2007,video art
Gordon Matta-Clark,Food,Video,2007,video art
Gordon Matta-Clark,Fresh Kill,Video,2007,video art
Gordon Matta-Clark,Automation House,"Film, Performance",2007,video art
Gordon Matta-Clark,Clockshower,"Video, Performance",2007,video art
Gordon Matta-Clark,Sauna View,Video,2007,video art
Gordon Matta-Clark,Splitting,Video,2007,video art
Gordon Matta-Clark,Bingo/Ninths,Video,2007,video art
Gordon Matta-Clark,Untitled (Cut Drawing),"Work on paper, Drawing",2007,graphics
Gordon Matta-Clark,Untitled (Study for a Cut Drawing I),"Work on paper, Drawing",2007,graphics
Gordon Matta-Clark,Day's End,Video,2007,video art
Gordon Matta-Clark,Conical Intersect,Video,2007,video art
Gordon Matta-Clark,City Slivers,Video,2007,video art
Gordon Matta-Clark,Substrait (Underground Dailies),Video,2007,video art
Gordon Matta-Clark,Sous-sols de Paris (Paris Underground),Video,2007,video art
Gordon Matta-Clark,Office Baroque,Video,2007,video art
Gordon Matta-Clark,Office Baroque,Photography,2011,photography
Gordon Matta-Clark,Office Baroque,Photography,2011,photography
Herbert Matter,Multiple Exposure. Movement Study,Photography,2003,photography
Herbert Matter,Bailes Primitivos Flamencos,"Modern dance, Film",2009,video art
Dóra Maurer,Timing,"Performance, Film",2015,video art
Frederic Mauri Pallarés,Sin título (Untitled),Graphic art,2010,graphics
Paul McCarthy,Hollywood Halloween,"Photography, Performance",2015,installation
Josiah McElheny,Model for a Film Set (The Light Spa at the Bottom of a Mine),Sculpture,2009,sculpture
Josiah McElheny,Light Club,Film,2010,video art
Jota Medeiros,Sin título (Untitled),"Work on paper, Drawing",2019,graphics
Jota Medeiros,Sin título (Untitled),"Work on paper, Drawing",2019,graphics
Jota Medeiros,Sin título (Untitled),"Work on paper, Drawing",2019,graphics
Cildo Meireles,Espaços virtuais. Cantos II B (Virtual Spaces. Corners II B),Sculpture,2008,sculpture
Cildo Meireles,Inserções em circuitos ideológicos 2. Projeto Cédula (Insertions into Ideological Circuits 2. Ticket Project),Graphic art,2011,graphics
Cildo Meireles,Inserções em circuitos ideológicos: Projeto Coca-Cola (Insertions into Ideological Circuits: Coca-Cola Project),Installation,2011,installation
Jonas Mekas,The Brig,Film,2011,video art
Juan Melé,Coplanar N° 15,Painting,2013,painting
"Méliès, Georges",Dislocation mystérieuse (The Extraordinary Dislocation),Film,,video art
José María Mellado,Castillo urbano (Cardiff) (Urban Castle [Cardiff]),Photography,2005,photography
Fausto Melotti,Scultura nº 23 (Sculpture No. 23),Sculpture,2005,sculpture
Leopoldo Méndez,La España de Franco (Franco's Spain),Graphic art,2017,graphics
Ana Mendieta,"Burial Pyramide, Yagul, México","Video, Performance",2006,video art
Ana Mendieta,Untitled (Blood Sign #2/Body Tracks),"Video, Performance",2006,video art
Ana Mendieta,Untitled (Blood and Feathers #2),"Video, Performance",2006,video art
Ana Mendieta,Corazón de roca con sangre (Rock Heart with Blood),"Video, Performance",2006,video art
Asier Mendizabal,La ruota dentata (The Toothed Wheel),Sculpture,2011,sculpture
Asier Mendizabal,The Staff that Matters #6,"Work on paper, Collage",2011,graphics
Asier Mendizabal,The Staff that Matters #7 (Fila),"Work on paper, Collage",2011,graphics
Asier Mendizabal,"Figures and Prefigurations (Divers, N. Lekuona, 1935 #5)","Work on paper, Collage",2011,graphics
Asier Mendizabal,"Figures and Prefigurations (Divers, N. Lekuona,1935 #6)","Work on paper, Collage",2011,graphics
Asier Mendizabal,Hard Edge,Sculpture,2011,sculpture
Carlos Mensa Corchete,Sin título (Untitled),Graphic art,2010,graphics
Carlos Mensa Corchete,Marilyn,Graphic art,2010,graphics
Antonio Mercero,La cabina (The Telephone Box),Film,,video art
Gloria Merino,Campesinos (Peasants),Painting,1988,painting
Gloria Merino,Familia campesina (Peasant Family),Painting,1988,painting
Mario Merz,Fibonacci Napoli (Fabbrica a San Giovanni a Teduccio) (Fibonacci Napoli [Factory in San Giovanni a Teduccio]),"Photography, Installation",2011,installation
Mario Merz,Le gambe (The Legs),Sculpture,1988,sculpture
Mario Merz,Il tramonto nella tazzina (Sunset in a Glass),Sculpture,1988,sculpture
Mario Merz,Igloo del Palacio de las Alhajas (Igloo at Palacio de las Alhajas),Sculpture,1998,sculpture
Alejandro Mesa,Sin título (Untitled),Graphic art,2010,graphics
Alejandro Mesa,Sin título (Untitled),Graphic art,2010,graphics
Alejandro Mesa,Hombre cavando (Man Digging),Graphic art,1988,graphics
Francesco Messina,Busto de Niño (Bust of Child),Sculpture,1988,sculpture
Francesco Messina,Niño en el mar (Boy in the Sea),Sculpture,1988,sculpture
Josep Maria Mestres Quadreny,Aronada,"Graphic art, Performance",2010,graphics
Jean Metzinger,Nature morte avec fruits et pitcher (Still Life with Fruit and Jug),Painting,2016,painting
Jean Metzinger,Livre et pipe rouge (Book and Red Pipe),Painting,2016,painting
Barón Adolph de Meyer,Still Life,Photography,2005,photography
Barón Adolph de Meyer,Still Life,Photography,2005,photography
Barón Adolph de Meyer,Still Life,Photography,2005,photography
Barón Adolph de Meyer,Still Life,Photography,2005,photography
Barón Adolph de Meyer,Glass and Shadows,Photography,2005,photography
Joel Meyerowitz,Bay/Sky,Photography,2003,photography
Duane Michals,Chance Meeting,Photography,1999,photography
Duane Michals,The Pleasures of the Glove,Photography,2003,photography
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2009,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2009,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2009,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2009,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2004,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2004,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2004,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2004,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2004,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2009,graphics
Henri Michaux,Écriture mescalinienne (Writings with Mescaline),"Work on paper, Drawing",2009,graphics
Henri Michaux,Composition,"Work on paper, Drawing",2004,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2009,graphics
Henri Michaux,Sans titre (Untitled),"Work on paper, Drawing",2009,graphics
Michel Adam (Joan Colom Agustí),Mireu! el feixisme es això (Look! This Is Fascism),Graphic art,2009,graphics
Fernando Mignoni,Estructura vegetal (Plant Structure),Painting,1988,painting
Anselmo Miguel Nieto,Desnudo (Nude),Painting,1988,painting
Regina de Miguel,El último término que alcanza la vista (The Last Term that Touches the Sight),Photography,2011,photography
Manuel Millares,Pictografía canaria (Canarian Pictograph),Painting,2009,painting
Manuel Millares,Pájaros y personajes (Birds and Personages),"Work on paper, Drawing",1996,graphics
Manuel Millares,Dos lunas (Two Moons),Painting,2018,painting
Manuel Millares,Composición (Composition),Painting,1988,painting
Manuel Millares,Sin título (Pictografía) (Untitled [Pictography]),Painting,1988,painting
Manuel Millares,Pictografía (Pictograph),Painting,2009,painting
Manuel Millares,Composición (Composition),Painting,1988,painting
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",1995,graphics
Manuel Millares,Cuadro 1957 (Picture 1957),Painting,2000,painting
Manuel Millares,Cuadro (Picture),Painting,2009,painting
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Manuel Millares,Sin título (Untitled),Painting,1988,painting
Manuel Millares,Cuadro 144 (Picture 144),Painting,1988,painting
Manuel Millares,Cuadro 173 (Picture 173),Painting,1988,painting
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Sin título (Untitled),"Work on paper, Drawing",2010,graphics
Manuel Millares,Asesinato del amor (Assassination of Love),Painting,1988,painting
Manuel Millares,Personaje caído I (Fallen Figure I),Painting,1997,painting
Lee Miller,"Civilians and US Soldiers with Dead Prisoners, Buchenwald, Germany",Photography,2015,photography
Rufino de Mingo,"Pintura pagana, porno blando (Pagan Painting, Soft Porn)","Work on paper, Collage",2015,graphics
Rufino de Mingo,Hoguera para el arte. Noche de San Juan (Bonfire for Art. Saint John's Eve),,2017,
Rufino de Mingo,Norte sino Sur (North but South),Painting,2017,painting
Julia Minguillón,"Jesús, Marta y María (Jesús, Marta and María)",Painting,1988,painting
Julia Minguillón,Escuela de Doloriñas (Doloriñas School),Painting,1988,painting
Marta Minujín,Amor a primera vista (Love at First Sight),Textiles,,object
Marta Minujín,La Menesunda,,2016,
Marta Minujín,Comunicando con Tierra (Communicating with Earth),"Installation, Film",2007,video art
Joaquim Mir,El huerto y la ermita (The Orchard and the Shrine),Painting,1995,painting
Joaquim Mir,El molino (The Mill),Painting,1988,painting
Joaquim Mir,La encina y la vaca (The Holm Oak and the Cow),Painting,1995,painting
Joaquim Mir,Aguas de Moguda (Waters of Moguda),Painting,1995,painting
Joaquim Mir,Fantasia de l'Ebre II (Ebre Fantasy II),Painting,1988,painting
Víctor Mira (Víctor Miragalla Marco),Sin título (Untitled),Painting,1988,painting
Víctor Mira (Víctor Miragalla Marco),Blus del Culebra (Culebra Blues),Painting,2020,painting
Víctor Mira (Víctor Miragalla Marco),Interior con puñal (Interior with Knife),Painting,2020,painting
Víctor Mira (Víctor Miragalla Marco),Musa del Paral-lel (Parallel Muse),Graphic art,2020,graphics
Miralda,Cénotaphes (Cenotaphs),Installation,2006,installation
Miralda,Paris. La Cumparsita,"Video, Installation, Performance",2006,video art
Miralda,Edible Art Seattle,Video,2008,video art
Miralda,Boum! Boum! En avant la musique! (Boom! Boom! Forward Music!),"Installation, Video, Performance",2008,video art
Miralda,Situació Color (Situation Colour),"Video, Performance",2008,video art
Miralda,Sacro Pagan Notes,Video,2008,video art
Miralda,Breadline,Video,2008,video art
Miralda,Taste Point Charlie,Video,2008,video art
Miralda,Miserere,Video,2008,video art
Miralda,Santa Army Navy,Video,2008,video art
Miralda,Wheat & Steak – Parade,Video,2008,video art
Miralda,Wheat & Steak,Performance,2010,installation
Miralda,Súbete a Colón (Climb Up Columbus),Video,2008,video art
Miralda,Barcelona gran menú (Barcelona Special Menu  ),Video,2008,video art
Miralda,Teddy’s Sentimental Room,Video,2008,video art
Miralda,Videomenú (Video Menu),Video,2008,video art
Miralda,TV Ring (Engagement Ring),Video,2008,video art
Miralda,Honeymoon Top,Video,2008,video art
Miralda,Boston TV,Video,2008,video art
Miralda,Trossos I & II,Video,2008,video art
Miralda,Falla acuática (Aquatic Falla ),Video,2008,video art
Miralda,Monuments in Love,Video,2008,video art
Miralda,Honeymoon TV News One,Video,2008,video art
Miralda,Honeymoon TV News Two,Video,2008,video art
Miralda,Foodpavillion,Video,2008,video art
Miralda,Casa de la Premsa,Video,2008,video art
Miralda,"Archivo fotográfico: «Honeymoon 1986-1992» (Photography Archive: ""Honeymoon 1986-1992"")",Video,2008,video art
Nicolau Miralles García,"III Bienal Hispanoamericana de Arte. Otoño, 1955 - Barcelona (Third Hispano-American Art Biennial. Autumn, 1955 - Barcelona)",Graphic art,2019,graphics
