Artist,Title,Medium,Year_acquisition,Medium_classified
Tino Calabuig,Guernica,Video,2011,video art
Alexander Calder,Ritou,Sculpture,2006,sculpture
Alexander Calder,Mercury Fountain (maquette),Sculpture,2008,sculpture
Alexander Calder,Hommage à Guernica de Picasso (Homage to Picasso's Guernica),Sculpture,2004,sculpture
Alexander Calder,Constellation,Sculpture,1990,sculpture
Alexander Calder,Oriflammes,Graphic art,1997,graphics
Alexander Calder,Hélices (Propellers),Graphic art,1997,graphics
Alexander Calder,Soucoupes blanches (White saucers),Graphic art,1997,graphics
Alexander Calder,Carmen,Sculpture,1988,sculpture
John Cale,Police Car,Film,2009,video art
Sophie Calle,Beaker: Ku,Photography,2003,photography
Carmen Calvo,Serie Paisajes (Reconstrucción) (Landscape Series [Reconstruction]),Painting,1988,painting
Carmen Calvo,Contenedor (Box),Sculpture,2017,sculpture
Carmen Calvo,Lápida (Tombstone),Sculpture,1990,sculpture
Carmen Calvo,Pinceles (Brushes),Painting,1994,painting
Carmen Calvo,Naturalezas (Nature),Painting,1994,painting
Carmen Calvo,Silencio (Silence),Installation,2004,installation
Carmen Calvo,Sin título (Untitled),"Installation, Sculpture",1998,sculpture
Manuel Calvo,Composición (tríptico) (Composition [Triptych]),Painting,1988,painting
Manuel Calvo,Emigración (Emigration),Graphic art,2010,graphics
Manuel Calvo,La detención (The Arrest),Graphic art,2010,graphics
Manuel Calvo,Sin título (Untitled),Graphic art,2010,graphics
Manuel Calvo,Garrote vil (Garrotte),Painting,2018,painting
Manuel Calvo,Torso I,Painting,2018,painting
Manuel Calvo,Figura (Figure),Painting,2018,painting
Manuel Calvo,"S/T (Serie ¿Persona, animal o cosa?) (No Title [Person, Animal or Thing? Series])",Sculpture,2018,sculpture
Pier Paolo Calzolari,Rapsodie inepte (Inept Rhapsody),Sculpture,2015,sculpture
Pier Paolo Calzolari,Senza titolo (Scala) (Untitled [Stepladder]),Sculpture,1989,sculpture
Sérgio Camargo,Sem título (Untitled),Sculpture,2019,sculpture
Sérgio Camargo,Sem título (Untitled),Sculpture,2019,sculpture
Sérgio Camargo,Sem título (Untitled),Sculpture,2019,sculpture
Sérgio Camargo,Relief Opus 186,Sculpture,2019,sculpture
Sérgio Camargo,Sem título (Untitled),Sculpture,2019,sculpture
Sérgio Camargo,Sem título (Untitled),Sculpture,2019,sculpture
Sérgio Camargo,Relevo n.º 359 (Relief No. 359),Sculpture,2019,sculpture
Julia Margaret Cameron,"Ellen Terry, at the Age of Sixteen",Photography,2005,photography
Julia Margaret Cameron,Carlyle,Photography,2005,photography
Julia Margaret Cameron,Carlyle,Photography,2005,photography
Julia Margaret Cameron,Herschel,Photography,2005,photography
Julia Margaret Cameron,Joachim,Photography,2005,photography
Luis Camnitzer,Masacre de Puerto Montt (Puerto Montt Massacre),Installation,2012,installation
Charles Camoin,Retrato del escultor Mateo Hernández (Portrait of the Sculptor Mateo Hernández),"Work on paper, Drawing",2005,graphics
Javier Campano,San Francisco,Photography,2005,photography
Javier Campano,No Title,Photography,2008,photography
Javier Campano,Sevilla (Seville),Photography,2005,photography
Javier Campano,Valencia,Photography,1999,photography
Javier Campano,Tánger (Tangier),Photography,1999,photography
Javier Campano,"Monserrato, Cagliari",Photography,1999,photography
Javier Campano,Sevilla (Seville),Photography,2005,photography
Javier Campano,Coimbra,Photography,2005,photography
Javier Campano,Oporto,Photography,2005,photography
Javier Campano,Lisboa (Lisbon),Photography,2005,photography
Javier Campano,Braga,Photography,2005,photography
Javier Campano,Madrid,Photography,2005,photography
Javier Campano,Barcelona,Photography,2005,photography
Miguel Ángel Campano,Sin título (Untitled),"Painting, Work on paper, Collage",2009,graphics
Miguel Ángel Campano,El zurdo (The Left-Handed Man),Painting,1997,painting
Miguel Ángel Campano,Mar (Sea),Painting,1988,painting
Miguel Ángel Campano,Naturaleza Muerta 2 (Still Life 2),Painting,1997,painting
Miguel Ángel Campano,Sin título (Untitled),Painting,1994,painting
Miguel Ángel Campano,Sabari Malai,Painting,2000,painting
Miguel Ángel Campano,Le Printemps (The Spring),Painting,2000,painting
Miguel Ángel Campano,Auckland,Painting,2006,painting
Augusto de Campos,Objetos (Objects),Room 104.02,2015,
Augusto de Campos,Poemobiles,Work on paper,2015,graphics
Augusto de Campos,Caixa Preta (Black Box),"Work on paper, Sound Art",2015,graphics
Augusto de Campos,Reduchamp,Work on paper,2015,graphics
Peter Campus,Three Transitions,Video,2007,video art
Peter Campus,Head of a Misanthropic Man,"Video, Installation",2006,video art
Peter Campus,Head of a Sad Young Woman,"Video, Installation",2006,video art
Giuseppe Campuzano,Beauty Salon,Nouvel Patio,2017,
Ricard Canals i Llambi,Figuras (Figures),"Work on paper, Drawing",1988,graphics
Ricard Canals i Llambi,En la pradera (In the Meadow),"Work on paper, Drawing",1988,graphics
Ricard Canals i Llambi,Baile (Dance),"Work on paper, Drawing",1988,graphics
Ricard Canals i Llambi,Feriantes (Fair-Goers),"Work on paper, Drawing",1988,graphics
Ricard Canals i Llambi,Baile (Dance),"Work on paper, Drawing",1988,graphics
Ricard Canals i Llambi,Niño (Boy),"Work on paper, Drawing",1988,graphics
Ricard Canals i Llambi,Paisaje (Landscape),"Work on paper, Drawing",1988,graphics
Ricard Canals i Llambi,Retrato de la señorita Mercedes Padrós (Portrait of Miss Mercedes Padrós),Painting,1988,painting
Dionisio Cañas,Lost in La Mancha,"Work on paper, Drawing, Work on paper, Collage",2014,graphics
Dionisio Cañas,Sin título (Untitled),"Work on paper, Collage",2014,graphics
Dionisio Cañas,No Title,"Work on paper, Collage",2014,graphics
Dionisio Cañas,No Title,"Work on paper, Collage",2014,graphics
Dionisio Cañas,Todos éramos felices (We Were All Happy),"Work on paper, Collage",2014,graphics
Dionisio Cañas,Sin título (Untitled),"Work on paper, Collage",2014,graphics
Dionisio Cañas,Great Day,"Work on paper, Collage",2014,graphics
Dionisio Cañas,Las ideas no se queman (Ideas Don't Catch Fire),"Work on paper, Drawing, Work on paper, Collage",2014,graphics
Dionisio Cañas,"Maqueta del cartel para el taller «Ideas saludables», Facultad de BB. AA. Cuenca (Dummy of a Poster for the Workshop “Healthy Ideas”, in the Fine Arts Department, Cuenca)","Work on paper, Collage",2014,graphics
Dionisio Cañas,Sin título (Untitled [Poem]),"Work on paper, Collage",2014,graphics
Dionisio Cañas,Te quiero I (I Love You 1),"Work on paper, Drawing",2014,graphics
Iván Cañas,El cubano se ofrece (The Cuban Offers Himself),Photography,2011,photography
Jacqueline Canivet,Cerámica (Ceramic),,1988,
Daniel Canogar,Sin título (n.º 1) (Untitled [No.1]),Photography,1988,photography
Daniel Canogar,Pasaje (Passage),"Installation, Photography",1997,installation
Daniel Canogar,Teratologías (Teratology),Installation,2001,installation
Rafael Canogar,Pintura (Painting),Painting,1997,painting
Rafael Canogar,Pintura (Painting),Painting,1988,painting
Rafael Canogar,Pintura n.º 27 (Painting No. 27),Painting,1988,painting
Rafael Canogar,Pintura n.º 41 (Painting No. 41),Painting,1988,painting
Rafael Canogar,Fraternidad (Fraternity),Painting,1988,painting
Rafael Canogar,Escena urbana (Urban Scene),Painting,1988,painting
Rafael Canogar,El pensador (The Thinker),Graphic art,1996,graphics
Rafael Canogar,Composición con tres figuras (Composition with Three Figures),Graphic art,1996,graphics
Rafael Canogar,Casa de los misterios (House of Mysteries),Painting,2001,painting
Carlos Cánovas,"Silo, Mollet del Vallés",Photography,2009,photography
Carlos Cánovas,"Fábrica al atardecer, Sant Celoni (Factory at Sundown, Sant Celoni)",Photography,2009,photography
Leonardo Cantero,Los niños y la borrica (The Children and the She-Donkey),Photography,2005,photography
Leonardo Cantero,Retrato de Ignacio Cantero (Portrait of Ignacio Cantero),Photography,2005,photography
Leonardo Cantero,Dibujante (Drawer),Photography,2005,photography
Leonardo Cantero,El nieto mayor (The Eldest Grandson),Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Ecce Virgo,Photography,2005,photography
Leonardo Cantero,Perseguida (Pursued),Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Sin título (Untitled),Photography,2005,photography
Leonardo Cantero,Plaza de aldea (Village Square),Photography,2005,photography
Leonardo Cantero,Añojos (Instantánea en dos tiempos) (One Year-Old Bulls [Picture in Two Shots]),Photography,2005,photography
Leonardo Cantero,Maletillas de herradero (Aspiring Bullfighters at the Branding Pen),Photography,2005,photography
Leonardo Cantero,El herradero (The Branding Pen),Photography,1988,photography
Leonardo Cantero,El Apoderao (The Proxy),Photography,2005,photography
Leonardo Cantero,Potranco negro (Black Colt),Photography,1997,photography
Leonardo Cantero,Retrato en el herradero (Portrait at the Branding Pen),Photography,1988,photography
Leonardo Cantero,Christmas (Corteza de un pino) (Christmas [Pine Bark]),Photography,2017,photography
Leonardo Cantero,Coleccionista (Collector),Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title (Paris),Photography,2005,photography
Leonardo Cantero,Muguets,Photography,2005,photography
Leonardo Cantero,Pandilla (Group of Friends),Photography,2005,photography
Leonardo Cantero,Poulbot,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Tsutomu Yoshikawa en París (Tsutomu Yoshikawa in Paris),Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Pandilla (Group of Friends),Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Gentes de París (People from Paris),Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Gentes de París (People from Paris),Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Pareja (Couple),Photography,2005,photography
Leonardo Cantero,Chez Madame Coquin (Madame Coquin's House),Photography,2005,photography
Leonardo Cantero,Gente de París I (People from Paris I),Photography,1988,photography
Leonardo Cantero,"S/T (Café de la Ballena Alegre, Madrid) (No Title [The Ballena Alegre Café. Madrid])",Photography,2005,photography
Leonardo Cantero,Herraje (Branding),Photography,1997,photography
Leonardo Cantero,Niño II (Boy II),Photography,1997,photography
Leonardo Cantero,Novia I (Bride I),Photography,1988,photography
Leonardo Cantero,Christmas,Photography,2017,photography
Leonardo Cantero,El asnillo negro (The Little Black Donkey),Photography,1997,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,No Title,Photography,2005,photography
Leonardo Cantero,Encierro III (Bull Pen III),Photography,2005,photography
Leonardo Cantero,Retrato de una roca: (mi Mona Lisa) (Portrait of a Rock: [My Mona Lisa]),Photography,2005,photography
Leonardo Cantero,Merienda en el pinar (Picnic in the Pine Grove),Photography,1988,photography
Leonardo Cantero,El idilio de Chico y Santi II (Chico and Santi's Idyll II),Photography,2005,photography
Leonardo Cantero,Cigüeña (Stork),Photography,2005,photography
Carmen Cantón,Intercambio simbólico. Crear bosques (Symbolic Exchange. Creating Forests),"Installation, Video",2000,video art
Mircea Cantor,Deeparture,Video,2006,video art
Giuseppe Capogrossi,Superficie 229 (Surface 229),Painting,2009,painting
Paul Caponigro,"Running White Deer, County Wicklow, Ireland",Photography,2003,photography
Paul Caponigro,Canyon de Chelly,Photography,2003,photography
José Capuz Mamano,Desnudos de dos mujeres bailando (Nudes of Two Women Dancing),"Work on paper, Drawing",1988,graphics
Vari Caramés,¡Un cortao! (A Coffee!),Photography,2009,photography
Vari Caramés,"Parada de autobús, Lisboa (Bus Stop, Lisbon)",Photography,2010,photography
Artur Carbonell,Dues figures (Two Figures),Painting,2014,painting
Artur Carbonell,Paisatge (Landscape),Painting,2014,painting
Joan Cardells,R-1021,"Work on paper, Drawing",2001,graphics
Marta Cárdenas,Pintura (Painting),Painting,1988,painting
Marta Cárdenas,Pequeña lumbre con niebla I (Small Light with Fog I),Painting,2015,painting
Marta Cárdenas,"Tarro de fresas, botella, fruta IV. Cielo nublado (Strawberries Jar, Bottle, Fruit IV. Cloudy Sky)",Painting,2015,painting
Ivan Cardoso,H.O.,"Video, Performance, Modern dance",2008,video art
Anthony Caro,Table Piece CCXXXII. The Dance,Sculpture,2000,sculpture
Anthony Caro,Open secret,Sculpture,2007,sculpture
Antonio Caro,Colombia,Graphic art,1988,graphics
"Carpinteros, Los",Alegría de infinitud (Joy of Infinitude),"Work on paper, Drawing",1997,graphics
"Carpinteros, Los",El fin de la creación (The End of Creation),"Work on paper, Drawing",1997,graphics
"Carpinteros, Los",Cruzar el río (Crossing the River),"Work on paper, Drawing",1997,graphics
"Carpinteros, Los",Faro de América (Lighthouse from America),"Work on paper, Drawing",1997,graphics
Tom Carr,Natura morta (Still Life),Sculpture,2007,sculpture
Carlo Carrá,Barcas (Rowing Boat),Painting,1988,painting
Ferran Cartes Yerro,Libertat Pau (Freedom Peace),Graphic art,2010,graphics
Henri Cartier-Bresson,Hongrie (Hungary),Photography,2011,photography
Henri Cartier-Bresson,"Marseille, France",Photography,2003,photography
Henri Cartier-Bresson,Valence (Valencia),Photography,2003,photography
Henri Cartier-Bresson,Madrid,Photography,2003,photography
Lluís Casals,Com si fos Nadal (As if It Were Christmas),Photography,2018,photography
Lluís Casals,S/T (No Title),Photography,2019,photography
Lluís Casals,S/T (No Title),Photography,2019,photography
Lluís Casals,S/T (No Title),Photography,2019,photography
Cristina Casanova,Don Quijote en Barcelona (Don Quixote in Barcelona),"Digital art, Net Art",2001,new media
Enric Casanovas i Roy,Cap de noia (Head of a Young Woman),Sculpture,1988,sculpture
Ramón Casas i Carbó,Garrote vil (Garrotte),Painting,1888,painting
Ramón Casas i Carbó,"Anís del Mono. ""Con una falda de percal planchá"" (Anís del Mono [Anise Liqueur]. ""In a Pressed Percale Skirt"")",Graphic art,2019,graphics
Ramón Casas i Carbó,Retrato de Mercedes Llorach (Portrait of Mercedes Llorach),Painting,2013,painting
Ramón Casas i Carbó,"La Carga (Barcelona, 1902) (The Charge [Barcelona, 1902])",Painting,1988,painting
Ramón Casas i Carbó,Retrato de Mariano Benlliure (Portrait of Mariano Benlliure),"Work on paper, Drawing",1995,graphics
Ramón Casas i Carbó,Jochs Florals de Barcelona. Festes del cinquantenari (The Floral Games of Barcelona. Fiftieth Anniversary Celebrations),Graphic art,2019,graphics
Gabriel Casas i Galobardes,"Manifestación en favor del Estatuto de autonomía. Barcelona, abril 1932 (Demonstration in Support of the Statute of Autonomy. Barcelona, April 1932)",Photography,2008,photography
Cassandre (Adolphe Jean-Marie Mouron),Nord Express,Graphic art,2001,graphics
Cassandre (Adolphe Jean-Marie Mouron),Étoile du Nord,Graphic art,2001,graphics
Cassandre (Adolphe Jean-Marie Mouron),Normandie,Graphic art,2001,graphics
Luis Castellanos,Composición (Composition),"Work on paper, Drawing",1993,graphics
Luis Castellanos,Los atletas (The Athletes),Painting,2015,painting
Luis Castellanos,Estudio armónico para el cuadro «Los atletas» (Symmetrical Study for the Painting “The Athletes”),"Work on paper, Drawing",2015,graphics
Luis Castellanos,Cabeza (boceto y estudio de proporciones armónicas para el cuadro «Los atletas») (Head [Sketch and Study of the Symmetrical Proportions for the Painting “The Athletes”]),"Work on paper, Drawing",2015,graphics
Luis Castellanos,Estudio armónico de cabeza para «Los atletas» (Symmetrical Study of Heads for “The Athletes”),"Work on paper, Drawing",2015,graphics
Luis Castellanos,Composición (Composition),Painting,1988,painting
Luis Castellanos,Arlequín con antorcha (Harlequin with Torch),"Work on paper, Drawing",1988,graphics
Luis Castellanos,Arlequín de las pelotas (Harlequin of Balls),"Work on paper, Drawing",1988,graphics
Federico Castellón,The Return of the Prodigal Son,Painting,1994,painting
Federico Castellón,Surrealist Landscape with Nude and Landscape,Painting,1997,painting
Mariana Castillo Deball,"El «dónde estoy» va desapareciendo (The ""Where I am"" is Vanishing)",Installation,2013,installation
Segundo Castro,Sin título (Untitled),Graphic art,2010,graphics
Segundo Castro,Sin título (Untitled),Graphic art,2010,graphics
Willys de Castro,Torção (Twist),Painting,2013,painting
Pere Català Pic,Lápiz Termosan (Termosan Pencil),Photography,2008,photography
Pere Català Pic,Ford da facilidades (Ford Offers Facilities),Photography,2011,photography
Pere Català Pic,Salisod (Salisod),Photography,2008,photography
Pere Català Pic,Aixafem el feixisme (Crush Fascism),Graphic art,2009,graphics
Pere Català Pic,Fotomuntatge per a Productes Vila Montaña (Photomontage for Vila Montaña Products),Photography,2011,photography
Pere Català Roca,"Via Layetana, Barcelona",Photography,2008,photography
Francesc Català-Roca,Monumento a Colón (Columbus Monument),Photography,2004,photography
Francesc Català-Roca,Paseando perros por la Diagonal (Walking Dogs on the Diagonal),Photography,2004,photography
Francesc Català-Roca,Limpiabotas en la Gran Vía de Barcelona (Shoe Shiners on the Gran Vía of Barcelona),Photography,2004,photography
Francesc Català-Roca,Llegada a Barcelona (Arriving at Barcelona),Photography,2004,photography
Francesc Català-Roca,"La Diagonal (The Diagonal, Barcelona)",Photography,2004,photography
Francesc Català-Roca,Partido de fútbol cerca del Paralelo (Football Match Near the Parallel),Photography,2004,photography
Francesc Català-Roca,Salvador Dalí en el Park Güell (Salvador Dalí in Park Güell),Photography,2004,photography
Francesc Català-Roca,Churrería en la plaza Lesseps (Fritter Stall in Lesseps Square),Photography,2004,photography
Francesc Català-Roca,Revelación del destino (Reading the Future),Photography,2004,photography
Francesc Català-Roca,Tranvía (Tram),Photography,2004,photography
Francesc Català-Roca,El niño del juguete callejero (Child with Street Toy),Photography,2004,photography
Francesc Català-Roca,Llegó la Navidad (It's Christmastime),Photography,2004,photography
Francesc Català-Roca,Escena urbana (Urban Scene),Photography,2004,photography
Francesc Català-Roca,Sesión nocturna (Night Session),Photography,2004,photography
Francesc Català-Roca,Esperando la salida de la ópera (Waiting for the Opera to Let Out),Photography,2004,photography
Francesc Català-Roca,Detalle de la Casa Bruno Cuadros (Detail of the Bruno Cuadros House),Photography,2004,photography
Francesc Català-Roca,Colega fotógrafo (Photographer Colleague),Photography,2004,photography
Francesc Català-Roca,Josep Maria de Sagarra en las Ramblas (Josep Maria de Sagarra on the Ramblas),Photography,2004,photography
Francesc Català-Roca,Biblioteca del Castillo de Peralada (Library of the Peralada Castle),Photography,2004,photography
Francesc Català-Roca,Jean Cocteau observando una escultura de Pablo Gargallo (Jean Cocteau Looking at a Pablo Gargallo Sculpture),Photography,2004,photography
Francesc Català-Roca,La Vía Layetana entre las calles Junqueras y Condal (The Vía Layetana between the Streets Junqueras and Condal),Photography,2004,photography
Francesc Català-Roca,Ricard Giralt-Miracle,Photography,2004,photography
Francesc Català-Roca,Gitanilla (Little Gypsy Girl),Photography,2004,photography
Francesc Català-Roca,Marino cerca del monumento a Colón (Marine Near the Columbus Monument),Photography,2004,photography
Francesc Català-Roca,Detalle de una sastrería de la calle Hospital (Detail of a Tailor Shop on Hospital Street),Photography,2004,photography
Francesc Català-Roca,El violinista Costa (The Violinist Costa),Photography,2004,photography
Francesc Català-Roca,Sebastià Juan Arbó,Photography,2004,photography
Francesc Català-Roca,Palomar y terrazas en el barrio de la Ribera (Dovecote and Terraces in Barcelona's Ribera Neighborhood),Photography,2004,photography
Francesc Català-Roca,"Avenida de América (America Avenue, Madrid)",Photography,2004,photography
Francesc Català-Roca,Niños jugando frente al Arco del Triunfo (Children Playing in Front of the Triumphal Arch),Photography,2004,photography
Francesc Català-Roca,La rambla de los pájaros (The Rambla of the Birds),Photography,2004,photography
Francesc Català-Roca,Vendedor de pájaros trinadores (Seller of Warbling Birds),Photography,2004,photography
Francesc Català-Roca,Rincón de consulados en Barcelona (Corner of Consulates in Barcelona),Photography,2004,photography
Francesc Català-Roca,Solar con taxi (Lot with Taxi),Photography,2004,photography
Francesc Català-Roca,Huertos de Barcelona (Barcelona Vegetable Gardens),Photography,2004,photography
Francesc Català-Roca,César González-Ruano,Photography,2004,photography
Francesc Català-Roca,Carrusel del Paralelo (Carrousel of the Parallel),Photography,2004,photography
Francesc Català-Roca,Afueras de Barcelona (Outskirts of Barcelona),Photography,2004,photography
Francesc Català-Roca,"Sastrería en la calle Hospital, Barcelona (Tailor Shop at Hospital Street, Barcelona)",Photography,2004,photography
Francesc Català-Roca,Patio de la casa del Arcediano (Courtyard of the Archdeacon's House),Photography,2004,photography
Francesc Català-Roca,Sombras en la Barceloneta (Shadows in Barceloneta),Photography,2004,photography
Francesc Català-Roca,Calle Muntaner (Muntaner Street),Photography,2004,photography
Francesc Català-Roca,Balcón sobre la ciudad en el Tibidabo (Balcony Over the City on the Tibidabo),Photography,2004,photography
Francesc Català-Roca,Las Ramblas con lluvia (The Ramblas in the Rain),Photography,2004,photography
Francesc Català-Roca,Solar con juegos (Games in an Empty Lot),Photography,2004,photography
Francesc Català-Roca,"Calle Fernando, Barcelona (Fernando Street, Barcelona)",Photography,2004,photography
Francesc Català-Roca,"Iglesia de Santa Ana, Barcelona (Santa Ana's Church, Barcelona)",Photography,2004,photography
Francesc Català-Roca,"Plaza de Cataluña en verano  (Barcelona) (Catalonia Square in Summer, Barcelona)",Photography,2004,photography
Francesc Català-Roca,El poeta Josep Vicenç Foix (The Poet Josep Vicenç Foix),Photography,2004,photography
Francesc Català-Roca,"Terrazas en la Diagonal, Barcelona (Terraces on the Diagonal, Barcelona)",Photography,2004,photography
Francesc Català-Roca,"Vestíbulo de la tienda, Barcelona (Shop Vestibule, Barcelona)",Photography,2004,photography
Francesc Català-Roca,"Paseo de Colón, Barcelona (Colon Avenue, Barcelona)",Photography,2004,photography
Francesc Català-Roca,El hombre del saco (The Bogeyman),Photography,2004,photography
Francesc Català-Roca,Organillero (Organ Grinder),Photography,2004,photography
Francesc Català-Roca,"Esquina de las calles de Mirallers y Carassa, Barcelona (Corner of Mirallers and Carassa Streets, Barcelona)",Photography,2004,photography
Francesc Català-Roca,"Estraperlista en la Gran Vía de Madrid (Black Marketeer on the Gran Vía, Madrid)",Photography,2004,photography
Francesc Català-Roca,Vendedor de letras de canciones en la calle de la Platería (Song Lyric Vendor on Platería Street),Photography,2004,photography
Francesc Català-Roca,Joan Prats,Photography,2004,photography
Francesc Català-Roca,Corrala del Mesón de Paredes (Flats at Mesón de Paredes Street),Photography,2004,photography
Francesc Català-Roca,Esperando el gordo de la Navidad (Looking forward to the Christmas Lottery),Photography,2004,photography
Francesc Català-Roca,"Tranvía, Madrid (Streetcar, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Autobús de dos pisos y hombre con sombrero, Madrid (Double-decker Bus and Man in Hat, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Cacharrero, Madrid (Scrap Dealer, Madrid)",Photography,2004,photography
Francesc Català-Roca,Arrabal madrileño (Madrid Slum),Photography,2004,photography
Francesc Català-Roca,"Vendedor de polichinelas, Madrid (Puppet Seller, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Gran Vía nevada, Madrid (Gran Vía Under Snow, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Simón y autobús en la Cibeles, Madrid (Coach and Bus at Cibeles, Madrid)",Photography,2004,photography
Francesc Català-Roca,Cibeles,Photography,2004,photography
Francesc Català-Roca,"Tienda de la Cava Baja, Madrid (Store at Cava Baja, Madrid)",Photography,2004,photography
Francesc Català-Roca,Gran Vía nevada (Gran Vía Under Snow),Photography,2004,photography
Francesc Català-Roca,Visita al barrio chino (A Visit to the Red Light District),Photography,2004,photography
Francesc Català-Roca,Recadero en el metro (Messenger on the Subway),Photography,2004,photography
Francesc Català-Roca,Conversación (Conversation),Photography,2004,photography
Francesc Català-Roca,En el viejo Madrid (In Old Madrid),Photography,2004,photography
Francesc Català-Roca,Contraluz (Against the Light),Photography,2004,photography
Francesc Català-Roca,Escaparate con niño (Barcelona) (Shop Window and Child [Barcelona]),Photography,2004,photography
Francesc Català-Roca,Marinos británicos en Las Ramblas (British Marines on Las Ramblas),Photography,2004,photography
Francesc Català-Roca,Cibeles (Cybele),Photography,2004,photography
Francesc Català-Roca,Reloj de la Puerta de Sol (Clock in Puerta del Sol),Photography,2004,photography
Francesc Català-Roca,Fotógrafo en Arco de Cuchilleros (Photographer in Cuchillero's Arch),Photography,2004,photography
Francesc Català-Roca,Cine en la Gran Vía (Movie Theater on Gran Vía),Photography,2004,photography
Francesc Català-Roca,Calle de Embajadores (Embajadores Street),Photography,2004,photography
Francesc Català-Roca,Callao,Photography,2004,photography
Francesc Català-Roca,Autorretrato en el Parque Güell (Self-Portrait in Park Güell),Photography,2004,photography
Francesc Català-Roca,Mujer bajo la marquesina en la Gran Vía (Woman Under the Canopy on Gran Vía),Photography,2004,photography
Francesc Català-Roca,Rascacielos de la Avenida de América (Skyscrapers on América Avenue),Photography,2004,photography
Francesc Català-Roca,"Calle Carretas, Madrid (Carretas Street, Madrid)",Photography,2004,photography
Francesc Català-Roca,Calle Alcalá (Alcalá Street),Photography,2004,photography
Francesc Català-Roca,Azafata saliendo del metro de Gran Vía (Stewardess Leaving the Subway on Gran Vía),Photography,2004,photography
Francesc Català-Roca,Peatón con futbolín (Pedestrian with Table Football),Photography,2004,photography
Francesc Català-Roca,La elegante de la Gran Vía (The Elegant Lady on Gran Vía),Photography,2004,photography
Francesc Català-Roca,"Calle Balmes, Barcelona (Balmes Street, Barcelona)",Photography,2004,photography
Francesc Català-Roca,Cenicienta en la Gran Vía (Cinderella in Gran Vía),Photography,2004,photography
Francesc Català-Roca,Marquesina de la Gran Vía (Marquee on the Gran Vía),Photography,2004,photography
Francesc Català-Roca,"Calle del Arenal, Madrid (Arenal Street, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Ermita del Niño del Remedio, Madrid (Chapel of the Holy Child of Remedy, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Sala de espera en el aeropuerto de Barajas, Madrid (Waiting Room at Barajas Airport, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Avión en el aeropuerto de Barajas, Madrid (Airplane at Barajas Airport, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Aeropuerto de Barajas, Madrid (Barajas Airport, Madrid)",Photography,2004,photography
Francesc Català-Roca,Paseo de la Castellana,Photography,2004,photography
Francesc Català-Roca,"Coches en la Gran Vía, Madrid (Cars on Gran Vía, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Museo Romántico, Madrid (Romantic Museum, Madrid)",Photography,2004,photography
Francesc Català-Roca,"Libros de viejo con gato, Barcelona (Used Books with Cat, Barcelona)",Photography,2004,photography
Francesc Català-Roca,"Metro Puerta del Sol, Madrid (Puerta del Sol Subway Station, Madrid)",Photography,2004,photography
Francesc Català-Roca,"La Vía Layetana, Barcelona (The Via Layetana, Barcelona)",Photography,2004,photography
Francesc Català-Roca,"El Paralelo, Barcelona (The Parallel, Barcelona)",Photography,2004,photography
Francesc Català-Roca,Joan Eduard Cirlot,Photography,2004,photography
Francesc Català-Roca,Cartelón del Gran Teatro del Liceo (Billboard of the Gran Teatre del Liceu),Photography,2004,photography
Francesc Català-Roca,Bloque de viviendas de J. A. Coderch en la Barceloneta (J. A. Coderch Housing Complex in La Barceloneta),Photography,2004,photography
Francesc Català-Roca,Publicidad (Advertisement),Photography,2004,photography
Francesc Català-Roca,Hotel Park de Moragas,Photography,2004,photography
Francesc Català-Roca,Apartamento de La Pedrera de Barba Corsini (Barba Corsini's La Pedrera Apartment),Photography,2004,photography
