Artist,Title,Medium,Medium_classified,Acquisition_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Tuula Joutsen,Tango,,object,,2003,,1961,,,1984
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Päivi Sirén,ei nimeä,,graphics,,2010,,1958,,,2009
Päivi Sirén,ei nimeä,,graphics,,2010,,1958,,,2009
Marjatta Hanhijoki,Deisi maalaa,,graphics,,2003,,1948,,,1979
Tero Laaksonen,Tie vuorille,,painting,,2003,,1953,,,1987
Annikki Luukela,Tumma hetki,,graphics,,2003,,1944,,,1985
Esa Riippa,Muusa,,graphics,,2003,,1947,,,1987
Tuula Lehtinen,Kaupunki,,graphics,,2003,,1956,,,1983
Jukka Korkeila,Nimetön,,graphics,,2003,,1968,,,2002
Reetta Ahonen,,,,,2010,,1951,,,2007
Irma Lahtinen,Pekingin ankka,,object,,2003,,,,,1986
Marjatta Hanhijoki,"Talvi, Piili",,graphics,,2003,,1948,,,1983
Heikki Arppo,nimetön,,graphics,,2003,,1949,,,1985
Oliver Whitehead,Shore,,graphics,,2003,,1947,,,1988
Kaari Martikainen,Osa 7 sarjasta Faabeleita,,painting,,2003,,1959,,,1986
Tapani Mikkonen,Subway,,object,,2003,,1952,2014,,1984
Esa Riippa,Kala ja lintu,,object,,2003,,1947,,,1980
Tuukka Tammisaari,,,painting,,2018,,1984,,,2016
Heikki Arppo,Unohdettu Y,,graphics,,2003,,1949,,,1987
Helge Riskula,Showgirl 2,,,,2003,,1951,,,1985
Miina Äkkijyrkkä,Kilihakka sonni,,,,2003,,1949,,,1965
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Tuukka Kaila,Bling Bling,,graphics,,2004,,1975,,,2003
Kimmo Schroderus,Olin Utelias,,object,,2003,,1970,,,2001
Antti Ukkonen,Viileä laitos,,graphics,,2003,,1948,1994,,1973
Jukka Korkeila,Sumo-kultti,,graphics,,2003,,1968,,,2002
Elina Brotherus,,,graphics,,2004,,1972,,,2003
Kristian Krokfors,Sininen kartta,,graphics,,2003,,1952,,,1988
Tuula Lehtinen,Ilta,,graphics,,2003,,1956,,,1987
Jukka Mäkelä,nimetön (salkusta Valon vuosi: Marraskuu),,graphics,,2003,,1949,2018,,1985
Tapani Mikkonen,H:sta,,,,2003,,1952,2014,,1982
Markku J. Rantala,Akvarelli,,graphics,,2003,,1950,2007,,1986
Markku Keränen,Yökuva,,graphics,,2003,,1945,,,1986
Risto Suomi,nimetön (salkusta Taidegrafiikkaa -84),,graphics,,2003,,1951,,,1984
Juha Tammenpää,Miehuuskoe,,graphics,,2003,,1959,,,1984
Valtteri Halmetoja,Ennen oli miehet rautaa,,graphics,,2018,,,,,2013
Kaari Martikainen,Osa 6 sarjasta Faabeleita,,painting,,2003,,1959,,,1980
Kaari Martikainen,Rakkauden punnitus,,,,2010,,1959,,,2008
Kuutti Lavonen,Hiljainen,,graphics,,2003,,1960,,,1987
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Olli Piippo,,,object,,2018,,1980,,,2009
Juha Tammenpää,Korpin illallinen,,graphics,,2003,,1959,,,1984
Kristian Krokfors,Punainen puutarha,,graphics,,2003,,1952,,,1985
Pasi Karjula,OHO,,,,2003,,1964,,,2003
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Päivi Lempinen,Uhriteltta,,graphics,,2003,,1955,,,1984
Marjatta Nuoreva,Credo (Salkusta Aila Meriluoto - Marjatta Nuoreva),,graphics,,2003,,1944,,,1980
Elina Luukanen,Kutsu,,graphics,,2003,,1941,,,1986
Heikki Kukkonen,Taivas mun pääni päällä,,graphics,,2003,,1954,,,1985
Juri Saarikoski,"Pigmentti paperille, no 7",,graphics,,2003,,1961,,,1988
Reima Nevalainen,,,object,,2018,,1984,,,2010
Jari Kylli,Lentävä kiinalainen,,object,,2003,,1961,,,1986
Juha Tammenpää,Varhainen aamusoitto,,graphics,,2003,,1959,,,1985
Oliver Whitehead,Pyöräilijä,,graphics,,2003,,1947,,,1987
Juha Tammenpää,Tolteekkitarinoita,,graphics,,2003,,1959,,,1985
Miina Äkkijyrkkä,Istuva hevonen,,,,2003,,1949,,,1965
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Emma Peura,Muistoja Sompiosta,,,,2019,,1988,,,2017
Marjatta Hanhijoki,Elena ja kukka,,graphics,,2003,,1948,,,
Pekka Kauhanen,Talvimies,,sculpture,,2003,,1954,2020,,2003
Jukka Mäkelä,Talven valoa,,graphics,,2003,,1949,2018,,1976
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Esa Riippa,Salaliitto,,graphics,,2003,,1947,,,1984
Elina Luukanen,Kirjastoon,,graphics,,2003,,1941,,,1987
Kari Laitinen,Kätketty keltainen,,object,,2003,,1952,,,1982
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: Kuolinpesä,,object,,2003,,1955,,,1987
Ari Saarto,"Sendagayan aseman lähellä (Tokio #7) Sarjasta ""In Situ""",,object,,2004,,1961,,,2004
Esa Riippa,"Laula, laula lintuseni",,object,,2003,,1947,,,1979
Jim Wichmann,Ultra II,,painting,,,,1955,,,1987
Kristina Norman,Vallan kinetiikkaa,,,,2010,,1979,,,2009
Kim Somervuori,Nimetön polku,,painting,,2018,,1975,,,2010
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Juha-Pekka Inkinen,"Moraali ja arkkitehtuuri I: Tällä hetkellä Coca-Cola toteuttaa Argentiinassa ohjelmaa ""CocaCola en las Artes y las Ciencias"", eli Coca-Cola taiteessa ja tieteessä",,object,,2004,,1955,,,1988
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Veronica Österman,nimetön,,painting,,2003,,1965,,,1988
Erkki Pirtola,Seis,,painting,,2004,,1950,2016,,
Pekka Ylönen,nimetön (alalaidassa sänky),,graphics,,2003,,1959,2003,,
Anna Retulainen,Asetelma luumu ja lime,,graphics,,2003,,1969,,,2003
Olli Marttila,Nimetön,,graphics,,2018,,1948,,,2014
Markku J. Rantala,Esiintyvä syy,,graphics,,2003,,1950,2007,,1988
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Päivi Lempinen,Sivupolku II,,object,,2003,,1955,,,1986
Heikki Arppo,Suljettu,,graphics,,2003,,1949,,,1984
Marjatta Nuoreva,Teiresias (Salkusta Aila Meriluoto - Marjatta Nuoreva),,graphics,,2003,,1944,,,1980
Elina Luukanen,Päivän tapahtumat,,graphics,,2003,,1941,,,1989
Heikki Arppo,Hallittu X,,graphics,,2003,,1949,,,1987
Marjatta Hanhijoki,nimetön (salkusta Kuvataideakatemia Kiinaan),,graphics,,2003,,1948,,,1987
Outi Kirves,Kypsä,,graphics,,2003,,1960,,,1988
Markus Kåhre,nimetön (tähtitaivas),,,,2004,,1969,,,2000
Miina Äkkijyrkkä,Tähkälän Lastu,,,,2003,,1949,,,1965
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Juri Saarikoski,Nimetön / Pigmentti paperille,,graphics,,2003,,1961,,,1988
Maija Luutonen,Mitä jää näkyviin,,,,2008,,1978,,,2004
Tuula Lehtinen,Avaruuskartta,,graphics,,2003,,1956,,,1988
Jukka Korkeila,Nimetön,,graphics,,2003,,1968,,,2003
Elina Luukanen,Kesällä kello 8,,graphics,,2003,,1941,,,1981
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: TV,,object,,2003,,1955,,,1987
Mirja Airas,Tunturin taikaa / Tunturin takaa,,graphics,,2003,,1945,,,1983
Marjatta Hanhijoki,Korvakoru,,graphics,,2003,,1948,,,1986
Miina Äkkijyrkkä,Nykälän Justiina,,,,2003,,1949,,,1965
Päivi Lempinen,Kupoli I,,object,,2003,,1955,,,1987
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: Sängynpääty,,object,,2003,,1955,,,1987
Esa Riippa,Tiedon puu,,graphics,,2003,,1947,,,1985
Pauliina Turakka Purhonen,Tuskien mies,,object,,2006,,1971,,,2006
Esa Riippa,Burn-out,,graphics,,2003,,1947,,,1987
Tuula Lehtinen,von Wright -juhlat,,graphics,,2003,,1956,,,1983
Marjatta Hanhijoki,Inka,,graphics,,2003,,1948,,,1983
Esa Riippa,Vanhanpojan harrastus,,graphics,,2003,,1947,,,1981
Esa Riippa,Henna,,graphics,,2003,,1947,,,1982
Elina Luukanen,Puutarhassa,,object,,2003,,1941,,,1987
Miina Äkkijyrkkä,Nykälän emäntä,,graphics,,2003,,1949,,,1967
Mia Hamari,Valkoinen,,object,,2004,,1976,,,2001
Päivi Sirén,ei nimeä,,graphics,,2010,,1958,,,2009
Päivi Sirén,ei nimeä,,graphics,,2010,,1958,,,2009
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: Punainen huone,,object,,2003,,1955,,,1987
Jukka Lehtinen,,,installation,,2003,,1962,,,2003
Sergei Mironenko,Kollaasi nro 1,,graphics,,2003,,1959,,,1989
Sakari Marila,Putkirakenteita,,graphics,,2003,,1945,,,1977
Juha-Pekka Inkinen,Periksiantamaton,,object,,2003,,1955,,,1992
Tapani Mikkonen,Ruukku,,graphics,,2003,,1952,2014,,1985
Juha Saitajoki,Sammakko,,graphics,,2003,,1962,,,1986
Marja Kanervo,Raja II,,,,2003,,1958,,,2002
Marjatta Nuoreva,Kauna (Salkusta Aila Meriluoto - Marjatta Nuoreva),,graphics,,2003,,1944,,,1980
Risto Suomi,Explication,,graphics,,2003,,1951,,,1985
Esa Riippa,Trimmatut,,graphics,,2003,,1947,,,1982
Tuula Lehtinen,Taivaankaari III,,graphics,,2003,,1956,,,1988
Elina Luukanen,Tuulenpesä,,graphics,,2003,,1941,,,1986
Helge Riskula,Ennen töihinlähtöä,,graphics,,2003,,1951,,,1978
Eeva-Liisa Isomaa,Pieni vanha maisema,,graphics,,2003,,1956,,,1989
Tuula Lehtinen,Trooppinen maisema V,,graphics,,2003,,1956,,,1986
Mirja Airas,Mätäkuu,,graphics,,2003,,1945,,,1982
Marjatta Nuoreva,Metamorfoosi (Salkusta Aila Meriluoto - Marjatta Nuoreva),,graphics,,2003,,1944,,,1980
Marja Kanervo,Nimetön I,,,,2003,,1958,,,2002
Juha-Pekka Inkinen,"Moraali ja arkkitehtuuri I: Tiede, plutonium ja perustelut",,object,,2004,,1955,,,1988
Reetta Ahonen,,,,,2010,,1951,,,2007
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: Lakana,,object,,2003,,1955,,,1987
Juha-Pekka Inkinen,Moraali ja arkkitehtuuri II: Pyöreä ikkuna,,,,2004,,1955,,,1992
Nanna Hänninen,,,graphics,,2003,,1974,,,
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Helena Pylkkänen,Ortensia e un rampicante,,graphics,,2003,,1945,,,1986
Esa Riippa,Puutarha III,,graphics,,2003,,1947,,,1984
Tuukka Kaila,"Bas, backside flip, Ljubljana",,,,2004,,1975,,,2003
Outi Heiskanen,Shakki,,graphics,,2003,,1937,,,1980
Kaari Martikainen,"Faabeleita-sarja, osa 4",,painting,,2003,,1959,,,1986
Heli Salonen,Laituri II,,graphics,,2003,,1949,,,1987
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Pekka Ylönen,Paidan riisuminen,,painting,,2003,,1959,2003,,2002
Outi Heiskanen,Vänni,,graphics,,2003,,1937,,,1975
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Jukka Korkeila,Nimetön,,graphics,,2003,,1968,,,2003
Heikki Arppo,Projektio Y,,graphics,,2003,,1949,,,1989
Elina Luukanen,Viesti,,graphics,,2003,,1941,,,1983
Kuutti Lavonen,Camelio,,graphics,,2003,,1960,,,1987
Tero Laaksonen,Eläin nukkuu,,painting,,2003,,1953,,,1987
Elina Luukanen,Aamupäivä,,graphics,,2003,,1941,,,1983
Marika Mäkelä,Maalaus teemasta väri,,graphics,,2003,,1947,,,1978
Antti Tanttu,nimetön,,,,2003,,1963,,,1985
Antti Ukkonen,Taipuvat pinnat,,painting,,2003,,1948,1994,,1975
Kristian Krokfors,Treehouse,,graphics,,2003,,1952,,,1982
Jukka Mäkelä,Metsä,,graphics,,2003,,1949,2018,,1977
Anna Retulainen,Asetelma luumu,,painting,,2003,,1969,,,2003
Alma Heikkilä,"Kun päivä painuu iltaan, luuletko voivasi ottaa sen itsellesi? Koska vastausta ei kuulunut: ""Oi, oi kuvastin, minkä asian partaalla me nyt olemme?",,painting,,2008,,1984,,,2008
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Juha-Pekka Inkinen,Moraali ja arkkitehtuuri II: Lyijytehdas,,,,2004,,1955,,,1992
Anu Hakkarainen,Tuuli,,graphics,,2003,,,,,1979
Anna Retulainen,Asetelma luumu,,graphics,,2003,,1969,,,2003
Ilkka Halso,Teatteri I,,graphics,,2004,,1965,,,2003
Marjatta Nuoreva,Hyvästi (Salkusta Aila Meriluoto - Marjatta Nuoreva),,graphics,,2003,,1944,,,1980
Oliver Whitehead,Bathers,,graphics,,2003,,1947,,,1986
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: Keltainen vuode,,object,,2003,,1955,,,1987
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: Pylväs,,object,,2003,,1955,,,1987
Ulla Liuhala,hevoskastanja,,graphics,,2004,,1948,,,2004
Tapani Mikkonen,"Kansiosta ""Vaal"": Tjyvskär",,graphics,,2003,,1952,2014,,
Maija Luutonen,,,,,2008,,1978,,,2004
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Jiri Geller,,,painting,,2007,,1970,,,2006
Esa Riippa,Vaaria katsomassa,,graphics,,2003,,1947,,,1983
Outi Kirves,Perhonen,,graphics,,2003,,1960,,,1987
Juha-Pekka Inkinen,Periksiantamaton,,object,,2003,,1955,,,1992
Tuukka Kaila,"Bas, Moskova",,,,2004,,1975,,,2003
Hannu Väisänen,Rannalta löydettyjä III,,graphics,,2003,,1951,,,1978
Risto Suomi,Orfeus portilla,,graphics,,2003,,1951,,,1989
Kuutti Lavonen,Formosa,,graphics,,2003,,1960,,,1990
Kaari Martikainen,Teemasta Itkijänainen,,painting,,2010,,1959,,,1980
Miina Äkkijyrkkä,Teijon Anne,,,,2003,,1949,,,1965
Kristian Krokfors,Desert,,graphics,,2003,,1952,,,1984
Juha-Pekka Inkinen,Moraali ja arkkitehtuuri I: Kuolemaa ei ole,,object,,2004,,1955,,,1988
Harri Leppänen,From the River,,graphics,,2003,,1952,2017,,1991
Heikki Arppo,Löydetty,,graphics,,2003,,1949,,,1984
Marika Mäkelä,Polka Dots & Moon Beams,,graphics,,2003,,1947,,,1983
Tuula Lehtinen,Trooppinen puutarha IV,,object,,2003,,1956,,,1986
Markku Keränen,Yökuva,,graphics,,2003,,1945,,,1986
Tuukka Kaila,"Kenny, flip, Tallinna",,,,2004,,1975,,,2003
Tuukka Kaila,"Alex, switch krooked, Casablanca",,,,2004,,1975,,,2003
Kristian Krokfors,Lasitalo I,,graphics,,2003,,1952,,,1979
Hannu Väisänen,Rannalta löydettyjä I,,graphics,,2003,,1951,,,1978
Heikki Arppo,Prosessi X,,graphics,,2003,,1949,,,1987
Kuutti Lavonen,Enkeli huoneessani,,graphics,,2003,,1960,,,1989
Miina Äkkijyrkkä,Mikko,,graphics,,2003,,1949,,,1969
Markku Keränen,Yökuva,,graphics,,2003,,1945,,,1986
Esa Riippa,Requiem,,graphics,,2003,,1947,,,1981
Kari Tervo,Eva,,object,,2003,,1959,,,1988
Sakari Marila,Huvimaja,,graphics,,2003,,1945,,,1979
Marika Mäkelä,La Luna,,graphics,,2003,,1947,,,1980
Heli Rekula,,,graphics,,2005,,1963,,,2004
Hanna Vihriälä,Terveen koiran kuono,,object,,2005,,1974,,,2004
Janne Kaitala,"Näen, kuuntelen, puhun",,graphics,,2005,,1970,,,2003
Teuri Haarla,Höyhenateria 1998-07-03,,photography,,2005,,1955,,,1998
Sanna Sarva,Olipa kerran sota,,photography,,2005,,1964,,,2005
Kari Soinio,Miehen tuoksu #15,,,,2006,,1962,,,2005
Pekka Kauhanen,Lum'ukko,,object,,2005,,1954,2020,,2003
Tommi Toija,Maailman napa,,graphics,,2006,,1974,,,2005
Saara Ekström,,,,,2006,,1965,,,2005
Seppo Salminen,,,photography,,2005,,1956,,,2004
Kari Soinio,Miehen tuoksu #12,,,,2006,,1962,,,2005
Kari Soinio,Miehen tuoksu #11,,,,2006,,1962,,,2005
Stefan Bremer,"Sarjasta IF - JOS - OM, Keskellä metsää",,,,2005,,1953,,,2002
Heli Rekula,,,,,2005,,1963,,,1999
Antti Ukkonen,Punaiset purjeet I,,graphics,,2003,,1948,1994,,1982
Ritva Tuomi,Thames,,graphics,,1994,,1963,,,1991
Ulla Jokisalo,Peilimaassa,,,,2005,,1955,,,1981
Sanna Sarva,Olipa kerran sota,,photography,,2005,,1964,,,2005
Antti Ukkonen,Kolmisointu,,graphics,,2003,,1948,1994,,1975
Satu Manninen,Matalapaine,,,,2008,,1978,,,2007
Kaarina Kaikkonen,Kykeninkö lentämään?,,,,2005,,1952,,,1998
Teuri Haarla,Kadotetun lapsuuden löydetut vaatteet 1998-07-11,,photography,,2005,,1955,,,1998
Hannu Väisänen,Itkijätär (II),,graphics,,2003,,1951,,,1981
Teuri Haarla,"Muisti, multa, ruumis 2001-06-28",,photography,,2005,,1955,,,2001
Teuri Haarla,Löydä sisäinen kasvisi 1999-10-23,,photography,,2005,,1955,,,1999
Julia Peirone,,,object,,2005,,1973,,,2005
Heli Rekula,,,,,2005,,1963,,,1993
Saara Ekström,Red Chair,,,,2006,,1965,,,2002
Ulla Jokisalo,Liiton merkki,,,,2005,,1955,,,2005
Heli Rekula,,,,,2005,,1963,,,2000
Leena Luostarinen,Joutsen ja metropoli (To Maria),,painting,,2000,,1949,2013,,1985
Ukri Merikanto,Pyörteitä,,object,,2000,,1950,2010,,1996
Teuri Haarla,"Muistimullan kevyt kevät haraus, riittinä rei-silleen. 2002-05-13",,photography,,2005,,1955,,,2002
Anu Tuominen,Viileällä verannalla,,object,,2001,,1961,,,1994
Teuri Haarla,Muistimullan iho 2000-12-20,,photography,,2005,,1955,,,2000
Marianna Uutinen,Lelu,,painting,,2006,,1961,,,2005
Jussi Kivi,"Mustikkamäki (Kontula, Helsinki)",,,,2006,,1959,,,2002
Maarit Hohteri,"Mikko, unipainaumat",,,,2005,,1976,,,2000
Jussi Kivi,"Nuotiopaikka ja polttopuita luolassa, Tukikohta I, Mustavuori, Vantaa",,,,2006,,1959,,,2003
Niran Baibulat,Nimetön,,graphics,,2006,,1960,,,2005
Niran Baibulat,Pölynimuri,,graphics,,2006,,1960,,,2004
Anu Tuominen,Nälkä,,object,,2001,,1961,,,1997
Olli Marttila,Nimetön,,graphics,,2018,,1948,,,2014
Hannu Väisänen,Rannalta löydettyjä II,,,,2003,,1951,,,1978
Teuri Haarla,"Tämäkin hetki, nyt jo valmis... 1998-07-26",,photography,,2005,,1955,,,1998
Maarit Hohteri,"Mikko krapulassa, Helsinki",,,,2005,,1976,,,2001
Marjatta Tapiola,Zeus ja Europe II,,,,2006,,1951,,,2005
Hannu Väisänen,Wer zeigt ein Kind,,graphics,,2003,,1951,,,1980
Jaakko Niemelä,"Palanut, pienoismalli sotilaan huoneesta",,installation,,2005,,1959,,,2005
Teuri Haarla,Muistimultaruumis 1998-05-20,,photography,,2005,,1955,,,1998
Teuri Haarla,"Mato maatuma pellosta perunaa, ruokaa, toukokuu 2001",,photography,,2005,,1955,,,2001
Stefan Bremer,"Sarjasta IF - JOS - OM, Vastarantaan",,,,2005,,1953,,,2002
Osmo Rauhala,Metsän salaisuus,,painting,,2000,,1957,,,1991
Alvar Gullichsen,,,painting,,2000,,1961,,,1988
Jouni S. Laiti,Maan kipu,,,,2019,,1965,,,2018
Henry Wuorila-Stenberg,Minä ja Kim,,graphics,,2018,,1949,,,2006
Aki Turunen,"Käärmeet valossa, Käärmeet pimeydessä",,,,2015,,,,,2015
Leena Luostarinen,Lohikäärmeen luola,,painting,,1994,,1949,2013,,1990
Kuutti Lavonen,Lohikäärme,,graphics,,2000,,1960,,,
Ulla Virta,Vesikäärme,,,,2016,,1946,,,1992
Jussi Pyky,Nimetön,,graphics,,2018,,,,,2016
Henry Wuorila-Stenberg,Joka kääntyy pois nälissään voittaa,,graphics,,2018,,1949,,,
Aki Turunen,"Kaikki käärmeistä: Hesperia, Laos",,,,2015,,,,,2015
Mari Rantanen,Room-mates,,graphics,,2000,,1956,,,1989
Nam June Paik,TV-sello: Suomalainen uni,,video art,,1991,,1932,,,1991
Christian Falsnaes,Lava,,,,2019,,1980,,,2017
Jussi Nykänen,Tarvas I-III,,,,2019,,1985,,,2018
Alvar Gullichsen,,,painting,,2000,,1961,,,1988
Jussi Nykänen,Kurkikuningatar I-II,,,,2019,,1985,,,2019
Tanya Akhmetgalieva,13 grammaa 8,,graphics,,2019,,,,,2019
Jussi Nykänen,Luonnoksia,,,,2019,,1985,,,2018
Antti Laitinen,Oma saari,,video art,,2009,,1975,,,2007
Ulf Lundin,Asema,,video art,,1997,,1965,,,1997
Joan Jonas,Tahdon asua maalla,,video art,,,,1936,,,1976
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Ari Saarto,"Arabia #1, Sarjasta ""In Situ""",,object,,2004,,1961,,,2004
Tuukka Kaila,"Aleksi, 360 flip, Rovaniemi",,,,2004,,1975,,,2003
Ilkka Halso,Vuoristorata,,object,,2004,,1965,,,2004
Tuomo Rainio,Portaat,,video art,,2009,,1983,,,2007
Juha-Pekka Inkinen,Pitkä ja kaunis ystävyys: Muovipussit,,object,,2003,,1955,,,1987
Tuukka Kaila,Merihaka,,,,2004,,1975,,,2001
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1982
Jiri Geller,The Big Time,,object,,2008,,1970,,,2005
Lea Kantonen,Teltta,,object,,2001,,1956,,,1989
Anni Leppälä,Waves,,graphics,,2008,,1981,,,2008
Hanna Haaslahti,Mona Lisa sarjasta Paris Syndrome,,,,2009,,1969,,,2009
Maiju Salmenkivi,Koristekaupunki,,painting,,2009,,1972,,,2008
Aino Kannisto,Nimetön (Tyttö ja jänis),,,,2002,,1973,,,1999
Erkki Kurenniemi,"Tuli ja vesi, Erkki Kurenniemen lyhytelokuvia 1960-luvulta -kooste",,video art,,2003,,1941,2017,,1969
Ilppo Pohjola,,,video art,,2004,,1957,,,
Jussi Heikkilä,Sinilumpeita,,graphics,,1994,,1952,,,1994
Oliver Whitehead,Piha täynnä kirjoja,,video art,,1998,,1947,,,1993
Mikhail Jeleznikov,Soiden tarina,,video art,,2004,,1972,,,2002
Eija-Liisa Ahtila,,,video art,,2009,,1959,,,2008
Liisa Lounila,Metronomi,,,,2017,,1976,,,2017
Reija Meriläinen,,,,,2017,,1987,,,
Tiina Mielonen,Palermo,,,,2009,,1974,,,2009
Marko Lampisuo,Seurauksia sarjasta Järvimaisema,,object,,2010,,1970,,,2000
Soili Talja,Mirhantuojat,,graphics,,2015,,,,,2014
Hanna Saarikoski,Hiilipuku,,,,2019,,1978,,,2018
Marja Helander,Maan sisällä linnut,,video art,,2018,,1965,,,2017
Hanna Saarikoski,C,,,,2019,,1978,,,2018
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Tuula Närhinen,Eläinten jäljennös,,,,2019,,1967,,,2005
Tuula Närhinen,,,object,,2019,,1967,,,2004
Marjatta Palasto,Sotku,,object,,2019,,1943,,,2012
Marjatta Palasto,Kudelma,,object,,2019,,1943,,,1999
Marko Lampisuo,Seurauksia sarjasta Aihe Kalevasta,,object,,2010,,1970,,,2000
Sauli Sirviö,,,object,,2020,,,,,2020
Tuukka Kaila,,,graphics,,2004,,1975,,,2003
,,,object,,2016,,1974,,,2016
Jacob Dahlgren,Abstraktion ihmeellinen maailma,,object,,2009,,1970,,,2009
Maija Tammi,,,,,2018,,1985,,,2017
Anna Estarriola,"Ihmisen tuhka on 3,5 % ruumiin painosta, olen tilannut omat tuhkani sinisenä, haluan olla kuuhun asti ulottuvaa sinistä tähtitomua",,sculpture,,2015,,,,,2015
Ulla Väätäinen,Sunnuntai,,video art,,1994,,1948,,,1990
Jani Ruscica,Tasanne,,,,2019,,1978,,,2018
Tiina Mielonen,Vuori,,painting,,2010,,1974,,,2009
Ninni Luhtasaari,Kaikki mitä valo koskettaa,,graphics,,2020,,1987,,,2020
Konsta Ojala,,,graphics,,2020,,1979,,,2020
Antti Immonen,Vapautta kaivossa,,object,,2020,,1973,,,2016
Jari Kylli,,,graphics,,2020,,1961,,,2019
Tiina Raitanen,Pasila ja Vallila,,,,2020,,1983,,,2016
Konsta Ojala,,,sculpture,,2020,,1979,,,2020
Tiina Raitanen,,,sculpture,,2020,,1983,,,2017
Tarja Pitkänen-Walter,Äiti ja lapsi,,object,,1995,,1960,,,1995
Petra Lindholm,,,video art,,2020,,1973,,,2020
Liisa Lounila,,,video art,,2020,,1976,,,2020
Aapo Huhta,Self Portrait,,video art,,2020,,1985,,,2020
Heli Hiltunen,Sarjasta Köynnöksen kantajat,,painting,,2006,,1960,,,2006
Konsta Ojala,,,graphics,,2020,,1979,,,2020
Konsta Ojala,,,graphics,,2020,,1979,,,2020
Marika Mäkelä,"Painter, her palette and canvas",,painting,,2000,,1947,,,1991
Hannu Väisänen,Rituaali,,painting,,,,1951,,,1989
Leena Luostarinen,Vesipalatsi,,painting,,1996,,1949,2013,,1995
Kimmo Schroderus,Laajentuja,,object,,2010,,1970,,,2004
Jani Leinonen,We are sorry for what we’ve done we only wanted to have some fun,,,,2013,,1978,,,2013
Petri Ala-Maunus,Takamaa,,painting,,2015,,1970,,,2014
Sara Masüger,Nimetön,,object,,2020,,1978,,,2019
Ola Kolehmainen,,,,,2010,,1964,,,1995
Sirpa Alalääkkölä,Aino-triptyykki,,painting,,1994,,1964,,,1988
Kalervo Palsa,Mätänemistilassa oleva poron pää,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Mätä poron raato,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Poro (Poron raato),,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Mätänemistilassa oleva poron raato,,painting,,1999,,1947,1987,,1969
Peter Land,The Cellist,,video art,,1998,,1966,,,1998
Kaarlo Stauffer,,,painting,,2020,,,,,2018
Kalervo Palsa,Poron raato,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Poron raato,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Mätänemistilassa oleva poron raato,,painting,,1999,,1947,1987,,1969
Kalervo Palsa,Poro,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Poro ; luonnos,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Poro ; luonnos,,graphics,,1999,,1947,1987,,1969
Runo Lagomarsino,,,,,2016,,1977,,,2015
Jari Silomäki,Kävelen 45 askelta Racakin kylässä Kosovossa,,,,2014,,1975,,,2013
Marja Kanervo,Laveri I-III,,sculpture,,2013,,1958,,,2013
Erkki Kurenniemi,"Tavoiteltu kaunotar, Erkki Kurenniemen lyhytelokuvia 1960-luvulta -kooste",,video art,,2003,,1941,2017,,1964
Mervi Buhl-Kytösalmi,,,video art,,2003,,1948,,,1980
Azar Saiyar,Etäisyyden monumentti,,video art,,2020,,1979,,,2018
Juha Haanperä,Miniooppera: Avantgarden kaiho,,video art,,2020,,,,,1989
