Artist,Title,Medium,Year_acquisition
Peter Hujar,Palermo Catacombs #3,Photography,2013
Axel Hütte,Albert Oehlen,Photography,2005
Axel Hütte,Martin Kippenberger,Photography,2005
Axel Hütte,Nourlangie Billabong I,Photography,2001
Axel Hütte,Vetlebreen (Norway),Photography,2001
Jean-Baptiste Huynh,Mali-Portrait XXIV,Photography,2007
Jean-Baptiste Huynh,Mali-Portrait XII,Photography,2015
Jorge Ianiszewski,Artistas chilenos exigen democracia frente a la Biblioteca Nacional (Chilean Artists Demand Democracy Outside the National Library),Photography,1987
Jorge Ianiszewski,El dirigente del cobre Rodolfo Seguel (The Copper Leader Rodolfo Seguel),Photography,1987
Jorge Ianiszewski,"El dolor de la familia Parada-Maluenda por la muerte de José Manuel Parada, degollado por un escuadrón de la muerte (The Pain of the Parada-Maluenda Family over the Death of José Manuel Parada, Whose Throat Was Slit by the Death Squad)",Photography,1987
Dorothy Iannone,Suburbs Southeast Asia,Photography,2016
Dorothy Iannone,Le Port Marseilles (Marseilles Port),Photography,2016
Dorothy Iannone,Flora and Fauna,Graphic art,2016
Dorothy Iannone,Danger In Düsseldorf,"Work on paper, Collage",2016
Dorothy Iannone,Danger In Düsseldorf (or) I Am Not What I Seem,Graphic art,2016
Dorothy Iannone,I Was Thinking Of You,"Performance, Work on paper",2016
Agustín Ibarrola,Paisajes de Euskadi (Euskadi Landscapes),Graphic art,2010
Agustín Ibarrola,Paisajes de Euskadi (Euskadi Landscapes),Graphic art,2010
Agustín Ibarrola,Grupo con electricidad (Group with Electricity),Graphic art,2010
Agustín Ibarrola,Amnistía (Amnesty),Painting,2020
José María Iglesias Rubio,Espacio y densidades (Space and Densities),Painting,1988
José María Iglesias Rubio,Elucidación lúdica con ángulos rosa y rojo (Ludic Elucidation with Pink and Red Angles),Painting,1988
José María Iglesias Rubio,ELDAG 1481,Painting,1988
Cristina Iglesias,Sin título (Untitled),Sculpture,2009
Cristina Iglesias,Sin título (Untitled),Sculpture,1989
Cristina Iglesias,Untitled (Athens I),Sculpture,1997
Cristina Iglesias,Estudio XI (Study XI),Graphic art,1997
Cristina Iglesias,Sin título (Habitación de acero inoxidable) (Untitled [Stainless Steel Room]),Sculpture,1999
Cristina Iglesias,Sin título (Celosía III) (Untitled [Jalousie III]),Sculpture,1999
Cristina Iglesias,Sin título (Políptico II) (Untitled [Polyptych]),Sculpture,2000
Cristina Iglesias,Pavillion Suspended in a Room (II),Sculpture,2007
Cristina Iglesias,Pozo V (III) (Well V [III]),Sculpture,2018
Natalia Iguiñiz,Somos: La excepción a los derechos laborales (We Are: The Exception to Labour Rights),Work on paper,2019
Natalia Iguiñiz,Mi cuerpo no es el campo de batalla (My Body Is not the Battlefield),Work on paper,2019
Takahiko Iimura,Face/Ings,Installation,2006
Takahiko Iimura,Fluxus Replayed,"Video, Performance",2007
Waldo Insúa,Taberna con salón de baile (Tavern with Dance Hall),Painting,1988
Mateo Inurria,Forma (Shape),Sculpture,2017
Mateo Inurria,La parra (The Vine),Sculpture,2017
Prudencio Irazabal,Sin Título (#1Z9) (Untitled [#1Z9]),Painting,2019
Pello Irazu,Sin título (Caminante) (Untitled [Walker]),Sculpture,2015
Pello Irazu,La tierra que duerme (The Land that Sleeps),Sculpture,2015
Pello Irazu,Sin título (Untitled),Sculpture,2015
Pello Irazu,Correspondencia (Correspondence),Sculpture,1989
Pello Irazu,Expansión 2 (Expansion 2),Sculpture,1994
Pello Irazu,A.B,"Work on paper, Drawing",2015
Pello Irazu,Red Skin,Sculpture,1997
Pello Irazu,Serie B. Ercilla (B Series. Ercilla),"Work on paper, Drawing",2015
Tetsuya Ishida,Kokyobustu (Public Property),Painting,2021
Isidore Isou,Traité de Bave et d'Éternité (On Venom And Eternity),Film,2010
Isidore Isou,"Les Nombres, n° 5 (The Numbers, No. 5)",Painting,2013
Graciela Iturbide,Bateke,Photography,1999
Francisco Iturrino,Caballo muerto (Dead Horse),Painting,1988
Francisco Iturrino,Mujer desnuda en el campo (Nude Woman in the Countryside),Painting,1988
Francisco Iturrino,Sevillanas en el campo (Women from Seville in the Countryside),Painting,1988
Francisco Iturrino,Desnudos en un paisaje (Nudes in a Landscape),Painting,1988
Francisco Iturrino,Tienta en campo abierto (Testing Young Bulls in the Country),Painting,1988
Francisco Iturrino,El paseo. Plaza de Cataluña. Barcelona (The Stroll. Plaza de Cataluña. Barcelona),Painting,1988
Francisco Iturrino,Jardín de Málaga (Garden in Malaga),Painting,1988
Francisco Iturrino,Muchachas con flores (Young Women with Flowers),Painting,1988
Sanja Ivekovic,Struktura (Structure ),Photography,2012
Sanja Ivekovic,Trokut (Triangle),"Photography, Performance",2010
Sanja Ivekovic,Osobni rezovi (Personal Cuts),Video,2010
Ubaldo Izquierdo Carvajal,Un aspecto gris de Barcelona (Barcelona's Grey Look),Painting,1988
Ubaldo Izquierdo Carvajal,Panorama de Barcelona desde las canteras o casa Bato (Panoramic View of Barcelona from the Quarry or Casa Bato),Painting,1988
J. Laurent & Cia.,Madrid. 41. Vista general de la Puerta del Sol (Madrid. 41. Panoramic from Puerta del Sol),Photography,2008
J. Laurent & Cia.,"Córdoba. 310. Vista exterior de la mezquita, por el Levante (Cordoba. 310. Exterior View of the Mosque, from the East)",Photography,2008
J. Laurent & Cia.,Madrid. 752. Vista general interior de la nueva plaza de toros (Madrid. 752. General Interior View of the New Bull Ring),Photography,2008
J. Laurent & Cia.,711. Panorama de Cordoue. Ensemble du pont (711. Panoramic of Cordoba. Bridge Ensemble),Photography,2003
J. Laurent & Cia.,Escena cotidiana (Scene from Everyday Life),Photography,2003
J. Laurent & Cia.,2851. Gibraltar,Photography,2003
J.FíN,Abstracción (Abstraction),Painting,2002
Alfredo Jaar,Gold in the Morning,Photography,2015
Alfredo Jaar,Escalera al cielo (Stairway to Heaven),Installation,1994
Alfredo Jaar,Muxima,Video,2007
Alfredo Jaar,Shanghai (The Artist of the Future),Photography,2015
Alfredo Jaar,Hope 1,Photography,2015
Roberto Jacoby,Mensaje en el Di Tella (Message in the Di Tella),"Installation, Action",2011
Jalón Ángel (Ángel Hilario García de Jalón),Los artífices de la victoria en cielo mar y tierra (The Architects of Victory at Sea and on Land),Photography,2010
Concha Jerez,Textos autocensurados. Versión 1 (Self-Censored Texts. Version 1),Sculpture,2011
Concha Jerez,Seguimiento de una noticia (Following a Piece of News),Installation,2011
Ricardo Jiménez,S/T. Caracas (No Title. Caracas),Photography,2018
Ricardo Jiménez,S/T. Caracas (No Title. Caracas),Photography,2018
Ricardo Jiménez,"S/T. Caracas (Cubierta del libro «Caracas desde el carro») (No Title. Caracas [Cover of the Book ""Caracas desde el carro""])",Photography,2018
Ricardo Jiménez,S/T. Caracas (No Title. Caracas),Photography,2018
Ricardo Jiménez,S/T. Caracas (No title. Caracas),Photography,2018
Ricardo Jiménez,S/T. Caracas (No title. Caracas),Photography,2018
Ricardo Jiménez,S/T. Caracas (No Title. Caracas),Photography,2018
Ricardo Jiménez,S/T. Caracas (No Title. Caracas),Photography,2018
Ricardo Jiménez,S/T. Caracas (No Title. Caracas),Photography,2018
Ricardo Jiménez,S/T. Caracas (No Title. Caracas),Photography,2018
Magdalena Jitrik,Nueva Bandera Argentina (New Argentinian Flag),"Installation, Decorative arts, Textiles",2016
Joan Jonas,Wind,Video,2006
Joan Jonas,Vertical Roll,Video,2007
Joan Jonas,Songdelay,Video,2010
Joan Jonas,Glass Puzzle,"Installation, Performance, Video",2006
Joe Jones,Smoking,Film,2009
Jordi (Jordi Mercadé Farrés),Paisaje (Landscape),Painting,1988
Asger Jorn,Den forhadte by (The Detested Town),Painting,2015
Asger Jorn,Prosit Neujahr (Happy New Year),Painting,1997
Lluïsa Jover,Los hijos de la tierra (Sons of the Earth),Graphic art,2010
Juan Ismael (Ismael Ernesto González Mora),Amor hasta los huesos (Head Over Heels Love),Painting,2015
Juan Ismael (Ismael Ernesto González Mora),Composición surrealista (Surrealist Composition),Painting,1997
Juana Francisca (Juana Francisca Rubio),Campamento de unión de muchachas (Girls' Union Camp),Graphic art,2009
Gonzalo Juanes,Álbum de Isabel (Isabel's Album),Photography,2018
Gonzalo Juanes,"Día de Asturias. Gijón (Asturias Day, Gijón)",Photography,2018
Gonzalo Juanes,Gijón,Photography,2018
Gonzalo Juanes,"Conjunto de diapositivas digitalizadas de las series: Calle Serrano, Gente de Asturias, Parque de Isabel la Católica (Group of digitized slides from the series: Serrano Street, People from Asturias, Isabel la Católica's Park)",Photography,2018
Gonzalo Juanes,"Día de Todos los Santos. Gijón (All Saints’ Day, Gijón)",Photography,2018
Donald Judd,Untitled,Sculpture,2006
Donald Judd,Untitled,Sculpture,2011
Donald Judd,Untitled (Floor Sculpture Series),Sculpture,1997
Adrià Julià,Ruinas del habla (Ruins of Speech),Photography,2015
Adrià Julià,Marcus Spring Cottage,"Installation, Film",2012
Adrià Julià,Empresser: Apresurar (Empresser: To Hasten),Photography,2015
Adrià Julià,Obeir: Obedecer (Obeir: To Obey),Photography,2015
Adrià Julià,Avenu: Acontecido (Avenu: Happened),Photography,2015
Adrià Julià,Avérer: Averiguar (Avérer: To Discover),Photography,2015
Adrià Julià,"Fait: Hecho, ejecutado (Fait: Done, Executed)",Photography,2015
Adrià Julià,Transmettre: Transmigración (Transmettre: Transmigration),Photography,2015
Adrià Julià,"Adressant: Dirigir, enviar (Adressant: To Address, To Send)",Photography,2015
Adrià Julià,"Rapport: Producto, renta, informe (Rapport: Product, Yield, Report)",Photography,2015
Adrià Julià,"Attendrir: Conmover, enternecer (Attendrir: To Move, To Soften)",Photography,2015
Adrià Julià,"Prevoyant: Provisto, previsor, precavido (Prevoyant: Provided, Foresighted, Cautious)",Photography,2015
Julien Blaine (Christian Poitevin),"Septième, troisième",Graphic art,2019
Julio Antonio (Antonio Rodríguez Hernández),María la gitana (María the Gipsy),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Cabeza de un poeta (Head of a Poet),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Minera de Puertollano (Miner Woman from Puertollano),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Rosa María,Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Autorretrato (Self-Portrait),"Work on paper, Drawing",1988
Julio Antonio (Antonio Rodríguez Hernández),Darío,Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Mujer de Castilla (Woman from Castile),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Ventero de Peñalsordo (Innkeeper from Peñalsordo),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Piedad,Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Minero de Almadén (Miner from Almadén),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Hombre de La Mancha (Man from La Mancha),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),"Proyecto de «Monumento a los héroes de Tarragona» (Model for ""Monument to the Heroes of Tarragona"")",Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Mujer de la mantilla (Woman with Mantilla),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Cabrero de tierras de Zamora (Goatherd in Zamora Country),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Moza de Aldea del Rey (Young Woman from Aldea del Rey),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),El novicio (The Novice),Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Ávila de los Caballeros,Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),"Maqueta definitiva del «Monumento a Francisco de Goya» (Final Maquette of the ""Monument to Francisco de Goya"")",Sculpture,2002
Julio Antonio (Antonio Rodríguez Hernández),"Boceto para friso del «Monumento a Cervantes» II (Sketch for frieze of ""Monument to Cervantes"" II)","Work on paper, Drawing",1988
Julio Antonio (Antonio Rodríguez Hernández),"Boceto para friso del «Monumento a Cervantes» I (Sketch for frieze of ""Monument to Cervantes"" I)","Work on paper, Drawing",1988
Julio Antonio (Antonio Rodríguez Hernández),Julián Cañedo,Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Castor Cañedo,Sculpture,1988
Julio Antonio (Antonio Rodríguez Hernández),Jimena Menéndez Pidal,Sculpture,1988
Julio Moisés (Julio Moisés Fernández de Villasante),Seminaristas de Vich (Seminarians from Vich),Painting,1988
Julio Moisés (Julio Moisés Fernández de Villasante),Retrato (Portrait),Painting,1988
Joan Junyer,Figuras (Figures),Painting,1988
Joan Junyer,Figurín para la escenografía de «The Minotaur» (Figurine for the Stage Design of “The Minotaur”),"Work on paper, Drawing, Modern dance",2013
Vassily Kandinsky,Azentrales (Acentric),"Work on paper, Drawing",2017
Vassily Kandinsky,Frei (Free),Painting,2015
Vassily Kandinsky,Mitten Kreise (Centre Circles),"Work on paper, Drawing",2017
Anish Kapoor,1000 Names,Sculpture,1991
Anish Kapoor,It is Man,Sculpture,1991
Anish Kapoor,Void Field,Sculpture,1991
Anish Kapoor,Madonna,Sculpture,1991
Anish Kapoor,Angel,Sculpture,1991
Anish Kapoor,Wound,Sculpture,2007
Gertrude Käsebier,Portrait (Miss N.),Photography,2005
Gertrude Käsebier,The Manger,Photography,2005
Gertrude Käsebier,Blessed Art Thou Among Women,Photography,2005
Gertrude Käsebier,The Picture-Book,Photography,2005
Gertrude Käsebier,Dorothy,Photography,2005
Gertrude Käsebier,Serbonne,Photography,2005
Gertrude Käsebier,The Red Man,Photography,2005
Gertrude Käsebier,Portrait–Mrs. Philip Lydig,Photography,2005
Gertrude Käsebier,Portrait–Miss Minnie Ashley,Photography,2005
Alex Katz,Lois,Painting,1997
Alex Katz,Big Red Smile,Painting,1997
Leandro Katz,Desinflado de las cúpulas. Encuentros de Pamplona (Dome Deflation. Pamplona Encounters),Photography,2009
Leandro Katz,S(h)elf Portrait,Photography,2010
Kaulak (Antonio Cánovas del Castillo y Vallejo),Retrato de José Echegaray (Portrait of José Echegaray),Photography,1988
Kaulak (Antonio Cánovas del Castillo y Vallejo),Benito Pérez Galdós,Photography,1989
Kaulak (Antonio Cánovas del Castillo y Vallejo),Santiago Ramón y Cajal,Photography,1989
Kaulak (Antonio Cánovas del Castillo y Vallejo),Aureliano de Beruete y Moret,Photography,1989
Kaulak (Antonio Cánovas del Castillo y Vallejo),Autorretrato (Self-Portrait),Photography,1989
Kaulak (Antonio Cánovas del Castillo y Vallejo),Estrellita Castro,Photography,1989
Kaulak (Juan María Ardizone Cánovas),El oftalmólogo Castroviejo (The Ophthalmologist Castroviejo),Photography,
Kaulak (Juan María Ardizone Cánovas),Don Juan Carlos,Photography,
Kaulak (Juan María Ardizone Cánovas),La infanta Pilar (The Infanta Pilar),Photography,
Kcho (Alexis Leyva Machado),No me agradezcan el silencio (Do Not Thank Me for the Silence),Sculpture,2001
Mike Kelley,Test Room Containing Multiple Stimuli Known to Elicit Curiosity and Manipulatory Responses and A Dance Incorporating Movements Derived from Experiments by Harry F. Harlow and Choreographed in the Manner of Martha Graham,"Installation, Performance, Modern dance, Video",2013
Mike Kelley,"A Continuous Screening of Bob Clark's Film “Porky's” (1981), the Soundtrack of Which Has Been Replaced with Morton Subotnik's Electronic Composition “The Wild Bull”, and Presented in the Secret Sub-Basement of the Gymnasium Locker Room",Installation,2008
Ellsworth Kelly,Concorde,Painting,1997
Ellsworth Kelly,Yellow Red Curve I,Painting,1997
Ellsworth Kelly,Black Curve XI,Painting,1997
Ellsworth Kelly,Orange-Red Relief (For Delphine Seyrig),Painting,1997
Peter Kennedy,Flux Film #36,Film,2009
Peter Kennedy,Flux Film #37,Film,2009
William Kentridge,Tummelplatz,"Photography, Graphic art",2018
Martin Kersels,Tossing a Friend (Marcus),Photography,2015
Martin Kersels,Tossing a Friend (Ryan),Photography,2015
André Kertész,"Nageur sous l'eau, Esztergom, Hongrie (Underwater Swimmer, Esztergom, Hungary)",Photography,2003
André Kertész,"Louis Tihanyi, Paris",Photography,2003
André Kertész,Chez Mondrian,Photography,
André Kertész,"Plaque cassée, Paris (Broken Plate, Paris)",Photography,2003
André Kertész,Distorsion No. 6,Photography,2003
André Kertész,Distorsion No. 45,Photography,2003
André Kertész,"20th Street West, New York",Photography,2003
André Kertész,Three Chimneys,Photography,2003
André Kertész,Men Walking on Snow,Photography,2003
André Kertész,From My Window,Photography,2003
Anselm Kiefer,Staub zu Staub (Your Are Dust [Showcase]),Sculpture,1999
Anselm Kiefer,Traigo todas las Indias en mi mano (vitrina) (I Hold the Entire Indies in my Hand [Showcase]),Sculpture,1999
Anselm Kiefer,Bazo (vitrina) (Spleen [Showcase]),Sculpture,1999
Anselm Kiefer,México (vitrina) (Mexico [Showcase]),Sculpture,1999
Anselm Kiefer,Himmel-Erde (Heaven-Earth),Painting,1999
Anselm Kiefer,Traigo todas las Indias en mi mano (I Carry All the Indias In My Hand),Painting,1999
Anselm Kiefer,Ninife (Libro en vitrina) (Ninife [Book in Showcase]),Sculpture,1999
Edward Kienholz,Drawing for Commercial #2,Sculpture,2016
Chris Killip,"Seated Man at the Sunday Market, Newcastle upon Tyne",Photography,2015
Chris Killip,"True Love Wall, Gateshead, Town Center, Tyneside",Photography,2015
Chris Killip,"Youth on a Wall, Jarrow, Tyneside",Photography,2015
Chris Killip,"Torso, Pelaw, Gateshead",Photography,2015
Chris Killip,"Bever, Skinningrove, North Yorkshire",Photography,2015
Chris Killip,"Supermarket Display of Baked Beans, North Shields, Tyneside",Photography,2015
Chris Killip,"Nini Having Lunch, Seacoal Beach, Lynemouth",Photography,2015
Chris Killip,"Rocker and Rosie Going Home, Seacoal Beach, Lynemouth",Photography,2015
Chris Killip,"Helen and Her Hoola-hoop, Seacoal Camp, Lynemouth",Photography,2015
Chris Killip,"Boo and His Rabbit, Seacoal Camp, Lynemouth",Photography,2015
Kindel (Joaquín del Palacio),Olivo (Olive Tree),Photography,1988
Martin Kippenberger,"1/4 Jhdt. Kippenberger als einer von Euch, unter Euch, mit Euch (A Quarter-Century of Kippenberger as One of You, Among You, With You)",Graphic art,2013
Martin Kippenberger,Martin Kippenberger. Selling America and Buying El Salvador. May 25.-June 15. 1985. Metro Pictures. New York,Graphic art,2013
Martin Kippenberger,O.T.Maniac,Graphic art,2013
Martin Kippenberger,Gute Rückentwicklung kennt keine Ausreden (Good Regression Needs no Excuses),Graphic art,2013
Martin Kippenberger,Mut zum Druck (Courage to Print),Graphic art,2013
Martin Kippenberger,"Martin Kippenberger. ""Hotel Hotel Zum Letzten"". 6.11-7.12.1990, Jänner Galerie, Wien (Martin Kippenberger. “Hotel Hotel Gone”. 6.11-7.12.1990, Jänner Gallery, Wien [Pop It Out])",Graphic art,2013
Martin Kippenberger,Kippenberger. We were anchored at the coast of Sansibar and had a manifesto on board. Gallerij Nordanstadt-Skarstedt. 15 February-20 March 1990,Graphic art,2013
Martin Kippenberger,"Kippenberger. Unlängst verlängerte Originale. Galerie Gisela Capitain, Köln (Kippenberger. Recently Extended Originals. Desingn by A.R. Penck. Galerie Gisela Capitain, Cologne [Pop it Out])",Graphic art,2013
Martin Kippenberger,Ohne Titel (Untitled),Painting,2001
Martin Kippenberger,Martin Kippenberger. Put Your Eye in Your Mouth. 13 June-25 August 1991. San Francisco Museum of Modern Art,Graphic art,2013
Martin Kippenberger,Fallen und Fallen Lassen. Merlin Carpenter. Ulrich Strothjohann. Martin Kippenberger. Michael Krebber. Galerie Bleich Rossi. Graz. 5.-17. Oktober 91 (Fall and Let Fall. Merlin Carpenter. Ulrich Strothjohann. Martin Kippenberger. Michael Krebber. Gallery Bleich Rossi. Graz. 5-17 October 91 ),Graphic art,2013
Martin Kippenberger,"Gut ausgeleuchtete vorweihnachtliche Ausstellung an Leopoldstrasse. Entwurf James Lee Byars. Kunstraum Daxer, München (Pop It Out). 1991-1992 (Well-lit Pre-Christmas Exhibition in Leopoldstrasse. Design by James Lee Byars. Kunstraum Daxer, Munich [Pop It Out]. 1991-1992)",Graphic art,2013
Martin Kippenberger,"Martin Kippenberger. Was Gott im Herrschen, Bin ich im Können. March 7 1992-April 4 1992. Metro Pictures, New York (Martin Kippenberger. As God Is To Lording, I Am To Doing. March 7 1992-April 4 1992. Metro Pictures, New York)",Graphic art,2013
Martin Kippenberger,"Kippenberger. Entwurf Günther Brus. Galerie Bleich-Rossi, Graz (Pop It Out). 1992 (Kippenberger. Design by Günther Brus. Galerie Bleichl-Rossi, Graz [Pop It Out]. 1992)",Graphic art,2013
Martin Kippenberger,"Martin Kippenberger. Candidature à une retrospective. Centre Georges Pompidou. 16 Juin au 22 Août 1993 (Martin Kippenberger. Candidacy To A Retrospective. Centre Georges Pompidou. June 16 to August 22, 1993)",Graphic art,2013
Martin Kippenberger,"Es ist ein Segen, dass es uns gibt. Grafica 1. 30.8.-19.9.1993. Innsbruck. Tyrol. Austria",Graphic art,2013
Martin Kippenberger,Martin Kippenberger. Pictures of an Exhibition. Metro Pictures. New York. 22 January-19 February. 1994,Graphic art,2013
Martin Kippenberger,"Museum Boymans-van Beuningen presenteert: Martin Kippenberger in The Happy End of Franz Kafka's 'Amerika'. 27.2-24.4.1994. Museum Boymans-van Beuningen, Rotterdam (Museum Boymans-van Beuningen presents: Martin Kippenberger in The Happy End of Franz Kafka's 'Amerika'. 27.2-24.4.1994. Museum Boymans-van Beuningen, Rotterdam)",Graphic art,2013
Martin Kippenberger,Martin Kippenberger. 1995.10.3 [Tue]-11.12 [Sun]. Hillside Gallery. Art Front Gallery (Tokyo),Graphic art,2013
Martin Kippenberger,"Martin Kippenberger. Absolut LA International, Galerie Max Hetzler, Berlin. Summer 1995",Graphic art,2013
Martin Kippenberger,"Martin Kunst Kippenberger (Nix Rugula). Galerie Bleich-Rossi, Graz. 21. 09.'96",Graphic art,2013
Martin Kippenberger,Martin Kippenberger. L'Atelier Matisse sous-loué à Spiderman. L'Atelier Soardi. Nice. 26 juillet-15 octobre (1996) (Martin Kippenberger. Matisse's Studio Sublet to Spiderman. L'Atelier Soardi. Nice. 26 July-15 October [1996]),Graphic art,2013
Martin Kippenberger,Théodore Géricault. Martin Kippenberger. Le radeau de la Méduse. The Happy End of Franz Kafka's Amerika. Memento Metropolis. 26 Oktober-15 December 1996. København (Théodore Géricault. Martin Kippenberger. The Raft of the Medusa. The Happy End of Franz Kafka's 'Amerika'. Memento Metropolis. 26 October-15 December 1996. Copenhaguen),Graphic art,2013
Martin Kippenberger,"Théodore Géricault/Martin Kippenberger. Memento Metropolis. 15 Februari-11 Mei 1997. Hessenhuis, Antwerpen (Théodore Géricault/Martin Kippenberger. Memento Metropolis. 15 February-11 May 1997. Hessenhuis, Antwerp)",Graphic art,2013
Martin Kippenberger,Albert Oehlen präsentiert Martin Kippenberger. Martin Kippenberger präsentiert Nudeln. Nudeln re-präsentieren das Ende der Fettstrasse 7A. 28. Januar 1997. Birgit Küng.  Zürich (Albert Oehlen Presents Martin Kippenberger. Martin Kippenberger Presents Noodles. Noodles Represent the End of Fettstrasse 7 a. Birgit Küng. Zurich),Graphic art,2013
Martin Kippenberger,"Kippenberger. Window Shopping Bis 2 Uhr Nachts. Im Jänner 97, Galerie Winter, 1010 Wien (Kippenberger. Window Shopping until 2 at Night. January 97, Winter Gallery, 1010 Vienna)",Graphic art,2013
Ernst Ludwig Kirchner,Umbra Vitae (Shadow of Life),Graphic art,2001
R. B. Kitaj,Kennst Du Das Land? (Do You Know the Country?),Painting,1999
R. B. Kitaj,Where the Railroad Leaves the Sea,Painting,1999
Jürgen Klauke,Durchsicht (Inspection),Photography,2015
Paul Klee,Der Held mit dem Flügel (The Winged Hero),Graphic art,2017
Paul Klee,Kleiner Strauss Zu Drei (Small Bouquet of Three),"Work on paper, Drawing",2000
Paul Klee,Tier Freund Schaft (Animal Friendship),"Work on paper, Drawing",2004
William Klein,Cowhey Marine Supply,Photography,2003
William Klein,Selwyn 42nd St.,Photography,2003
William Klein,"Crowded Bus, New York",Photography,2003
William Klein,"Palladium, New York",Photography,2003
William Klein,Ostia Vertical Rome,Photography,2003
William Klein,"Hand, Beyrouth",Photography,2003
William Klein,"Armistice Day, Paris, 1968",Photography,2003
William Klein,Citizen Sidel,,1999
Yves Klein,Sin título (Monocromo azul)-IKB 181 (Untitled [Blue Monochrome]-IKB 181),Painting,1999
Yves Klein,Monocromo rosa sin título (MP 7) (Untitled Pink Monochrome [MP 7]),Painting,1998
Yves Klein,La vague (IKB 160 c). Prototype du relief monochrome bleu proposé pour le vestibule du théâtre Gelsenkirchen (The Wave (IKB 160 c). Prototype of a Monochrome Blue Relief for the Foyer of the Gelsenkirchen Theatre),Sculpture,2005
Yves Klein,Antropometría sin título (ANT 56) (Untitled Anthropometry [ANT 56]),Painting,1997
Yves Klein,Monodorado sin título (MG 23) (Untitled Monogold [MG 23]),Painting,1997
Yves Klein,Pintura al fuego sin título con quemaduras de la pared de fuego de Krefeld (F 45) (Untitled Fire Painting with Charred Wall in Krefeld [F 45]),Painting,2000
Yves Klein,Victoire de Samothrace S 9 (The Victory of Samothrace S 9),Sculpture,2005
Imi Knoebel,Honigmilch,Painting,2001
Imi Knoebel,Lina-Liza-Strasse 2,Painting,2002
Joachim Koester,My Frontier Is an Endless Wall of Points (After the Mescaline Drawings of Henri Michaux),"Installation, Film",2012
Nina Osipovna Kogan,Sin título (Untitled),"Work on paper, Drawing",1988
Jirí Kolar,Chaque fou a son thème (Everyone Does Their Own Things),"Work on paper, Collage",1998
Irene Kopelman,Meditation Piece,"Work on paper, Drawing",2012
Igor Kopystiansky,The Chair,Painting,2019
Igor Kopystiansky,Diptych,Painting,2019
Svetlana Kopystiansky,The Library,Installation,2018
Joseph Kosuth,One and Three Chairs,Sculpture,2000
Joseph Kosuth,The Xerox Book,Graphic art,2001
Josef Koudelka,Jarabina. Czechoslovakia,Photography,2003
Josef Koudelka,Rumania,Photography,2003
Jannis Kounellis,Sin título (Untitled),Painting,1988
Jannis Kounellis,Sin título (Untitled),Sculpture,1989
Jiri Kovanda,Two Golden Rings,Installation,2013
Germaine Krull,Études de nu (Nude Studies),Photography,2018
Germaine Krull,Mains de Pol Rab (Pol Rab's Hands),Photography,2004
Shigeko Kubota,Europe on 1/2 Inch a Day,Video,2004
Shigeko Kubota,Rock Video: Cherry Blossom,Video,2007
Shigeko Kubota,"George Maciunas with Two Eyes 1972, Georges Maciunas with One Eye 1976",Video,2004
Guillermo Kuitca,Trauerspiel (Tragedy),Painting,2002
Thierry Kuntzel,Time Smoking a Picture,"Installation, Video, Photography",2006
LUGÁN (Luis García Núñez),Computadora de desguace sensible al tacto humano (Scrap Computer Sensitive to the Human Touch),Sculpture,1988
LUGÁN (Luis García Núñez),Circuitos computador (Computer Circuits),Sculpture,2017
LUGÁN (Luis García Núñez),DIAGRAMA 1972. Teléfonos aleatorios (DIAGRAM 1972. Random Telephones),"Work on paper, Drawing",2009
LUGÁN (Luis García Núñez),DIAGRAMA 1972. Alimentación y carga de baterías (DIAGRAM 1972. Battery Power and Charging),"Work on paper, Drawing",2009
LUGÁN (Luis García Núñez),DIAGRAMA 1972. Teléfonos murales (DIAGRAM 1972. Telephones on the Wall),"Work on paper, Drawing",2009
LUGÁN (Luis García Núñez),Cuatro grifos sonoros (Four Faucets With Sound),Sculpture,1988
LUGÁN (Luis García Núñez),Mano térmica de artista (Artist's Thermal Hand),Sculpture,2019
La Ribot,Another pa amb tomàquet,"Video, Performance",2015
José María de Labra Suazo,Composición (Composition),Painting,1988
José María de Labra Suazo,Composición (Composition),Painting,1988
José María de Labra Suazo,Expansión espiral (Spiral Expansion),Painting,1988
Fernando Labrada Martín,"Retrato de Antonia Chércoles, esposa del pintor (Portrait of Antonia Chércoles, Painter's Wife)",Painting,1988
Abraham Lacalle,Ventana al bosque (Forest Window),Painting,1998
