Artist,Title,Medium,Year_acquisition
Gustavo Torner,Paisaje romántico XXIII (Romantic Landscape XXIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XXV (Romantic Landscape XXV),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XXVII (Romantic Landscape XXVII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XXXIII (Romantic Landscape XXXIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XXXIV (Romantic Landscape XXXIV),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XXXVII (Romantic Landscape XXXVII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XLIII (Romantic Landscape XLIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XLIV (Romantic Landscape XLIV),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XLVI (Romantic Landscape XLVI),"Work on paper, Collage",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (vidriera) (Untitled [Stained Glass Window]),"Work on paper, Drawing",2003
Gustavo Torner,Alfa y omega (Alpha and Omega),Painting,2000
Gustavo Torner,Duda (Doubt),Painting,2000
Gustavo Torner,En la noche I (In the Night I),"Work on paper, Collage",2003
Gustavo Torner,En la noche II (In the Night II),"Work on paper, Collage",2003
Gustavo Torner,En la noche III (In the Night III),"Work on paper, Collage",2003
Gustavo Torner,En la noche V (In the Night V),"Work on paper, Collage",2003
Gustavo Torner,En la noche VI (In the Night VI),"Work on paper, Collage",2003
Gustavo Torner,En la noche VII (In the Night VII),"Work on paper, Collage",2003
Gustavo Torner,En la noche IX (In the Night IX),"Work on paper, Collage",2003
Gustavo Torner,En la noche XIII (In the Night XIII),"Work on paper, Collage",2003
Gustavo Torner,En la noche XV (In the Night XV),"Work on paper, Collage",2003
Gustavo Torner,En la noche XVII (In the Night XVII),"Work on paper, Collage",2003
Gustavo Torner,Oro-Ceniza (Gold-Ash),Painting,1999
Gustavo Torner,Arqueologías II (Archaeologies II),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías III (Archaeologies III),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías VIII (Archaeologies VIII),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías IX (Archaeologies IX),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías XI (Archaeologies XI),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías XIV (Archaeologies XIV),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías XIX (Archaeologies XIX),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías XX (Archaeologies XX),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías XXI (Archaeologies XXI),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías XXII (Archaeologies XXII),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías y praescriptura I (Archaeologies and Praescriptura I),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías y praescriptura II (Archaeologies and Praescriptura II),Painting,2003
Gustavo Torner,Arqueologías y praescriptura V (Archaeologies and Praescriptura V),Painting,2003
Gustavo Torner,Praescriptura III,Painting,2003
Gustavo Torner,Praescriptura IV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura V,Painting,2003
Gustavo Torner,Praescriptura VI,Painting,2003
Gustavo Torner,Praescriptura XI,Painting,2003
Gustavo Torner,Praescriptura XII,Painting,2003
Gustavo Torner,Praescriptura XIV,Painting,2003
Gustavo Torner,Praescriptura XVI,Painting,2003
Gustavo Torner,Praescriptura XXI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XXIV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XXVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XLII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XLIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XLIV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XLVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XLIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LVI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXVI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXXII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXXVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXXIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXXIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXXXII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXXXIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura LXXXVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XCVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura XCIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura C,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens II,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens VI,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens VII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XIII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XIV,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XV,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XVIII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XX,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXIV,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXVI,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXVII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CI,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXXIV,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXXV,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXXVIII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XXXIX,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XLII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XLIII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XLIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum II,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum III,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum VIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XIII,"Work on paper, Drawing",2003
Gustavo Torner,Paisaje XI (Landscape XI),"Work on paper, Drawing",2003
Gustavo Torner,Paisaje XIII (Landscape XIII),"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXVI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXXII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXXX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XXI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXLVI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXLIX,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LIX,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LXI,"Work on paper, Drawing",2003
Gustavo Torner,Escena (Scene),"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum IV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum V,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XIV,"Work on paper, Drawing",2003
Gustavo Torner,Paisaje XII (Landscape XII),"Work on paper, Drawing",2003
Gustavo Torner,Paisaje XIV (Landscape XIV),"Work on paper, Drawing",2003
Gustavo Torner,Paisaje XV (Landscape XV),"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXIV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXXVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXXXII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXXXIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXXXIV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXXXVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XVI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XVIII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XXVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XXIX,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XXXI,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CXLV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CL,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LVII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CLXV,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura CLXVI,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LX,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LXXXIV,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LXXXVI,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LXXXVII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XCI,"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías XLVII (Archaeologies XLVII),"Work on paper, Drawing",2003
Gustavo Torner,Arqueologías LIII (Archaeologies LIII),"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XCII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XCIII,"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens XCIV,"Work on paper, Drawing",2003
Gustavo Torner,Jardín II (Garden II),"Work on paper, Drawing",2003
Gustavo Torner,Jardín III (Garden III),"Work on paper, Drawing",2003
Gustavo Torner,Jardín IV (Garden IV),"Work on paper, Drawing",2003
Gustavo Torner,Jardín V (Garden V),"Work on paper, Drawing",2003
Gustavo Torner,Jardín VI (Garden VI),"Work on paper, Drawing",2003
Gustavo Torner,Jardín VII (Garden VII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín VIII (Garden VII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín IX (Garden IX),"Work on paper, Drawing",2003
Gustavo Torner,Jardín X (Garden X),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XII (Garden XII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XIII (Garden XIII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XIV (Garden XIV),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XV (Garden XV),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XVII (Garden XVII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XVIII (Garden XVIII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XX (Garden XX),"Work on paper, Drawing",2003
Gustavo Torner,Cantus Nascens LXXXV,"Work on paper, Drawing",2003
Gustavo Torner,Jardín XI (Garden XI),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XVI (Garden XVI),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XXI (Garden XXI),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XXII (Garden XXII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XXV (Garden XXV),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XXVIII (Garden XXVIII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XXXIII (Garden XXXIII),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XXXV (Garden XXXV),"Work on paper, Drawing",2003
Gustavo Torner,Jardín XXXVII (Garden XXXVII),"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura: Edictum XXXII,"Work on paper, Drawing",2003
Gustavo Torner,Praescriptura GG.05.,Painting,2003
Gustavo Torner,Praescriptura GG.10.,Painting,2003
Gustavo Torner,Praescriptura GG.12.,Painting,2003
