,Artist,Title,Year_acquisition,Date_creation_year,Artist_birth_year,Artist_death_year
17472,Eero Järnefelt,Herra Ahngerin muotokuva,,1893,1863,1937
17473,Maria Wiik,Luonnoskirja,,,1853,1928
17474,Louis Sparre,Majakka ja muita rakennuksia,,1906,1863,1964
17475,Eeva Hybbinette,Hevosia pienen joen tai ojan rannalla,,1945,1914,
17476,Maria Wiik,Järvimaisema,,,1853,1928
17477,Ragnar Ekelund,Pihakuva,,,1892,1960
17478,Louis Sparre,Saunassa,,,1863,1964
17479,Louis Sparre,Näkymä Porvoon sillalta,,1898,1863,1964
17480,Ole Kandelin,Sommitelma,,1946,1920,1947
17481,Maria Wiik,Iltarusko,,,1853,1928
17482,Eero Järnefelt,Miss Booth,,,1863,1937
17483,Louis Sparre,Kareja ja merta,,1900,1863,1964
17484,Yrjö Ollila,Kattomaalauksen luonnos,,,1887,1932
17485,Eero Järnefelt,Paavo Cajander,,,1863,1937
17486,Gösta Diehl,Espanjalainen maisema,,1932,1899,1964
17487,Venny Soldan-Brofeldt,Kirjoittava tyttö,,,1863,1945
17489,Elga Sesemann,Ruusumaljakot II,,1968,1922,2007
17493,Tyko Sallinen,Asetelma,,1915,1879,1955
17497,Henry Ericsson,Lasimaalausluonnos mahdollisesti Helsingin tuberkuloosisairaalan siunauskappelia varten,,1930,1898,1933
17498,Henry Ericsson,Seinän ja seinämaalaussarjan sommitelma,,1916,1898,1933
17499,Henry Ericsson,Silta,,1918,1898,1933
17500,Victor Westerholm,"Kukkivia hedelmäpuita, Suresnes",,1890,1860,1919
17501,Oscar Kleineh,"Metsäinen rantamaisema, harjoitelma",1944,1872,1846,1919
17502,Eero Nelimarkka,Taiteilijan vaimon muotokuva,,1919,1891,1977
17503,Unto Pusa,Siltatutkielma,,1950,1913,1973
17504,Venny Soldan-Brofeldt,Tyttö syöttää toista tyttöä kekseillä,,,1863,1945
17505,Tapani Raittila,Malliharjoitelma,,1958,1921,2018
17506,Kalle Eskola,Sininen pullo,,1967,1912,1998
17507,Venny Soldan-Brofeldt,"H-kirjain, mies ja nainen koivun alla",,,1863,1945
17508,Guy Frisk,Aamu 1969,,1969,1934,
17509,Henry Ericsson,St.Germain -kirkosta,,,1898,1933
17510,Maria Kähönen,Collage II,,1970,1939,
17511,Kimmo Kaivanto,Punainen päivä,,1968,1932,2012
17512,Veikko Vionoja,Sisäkuva,,1959,1909,2001
17513,Henry Ericsson,Muotokuva,,,1898,1933
17514,Allan Österlind,Hanuria soittava mies,,1883,1855,1938
17515,Sven Grönvall,Lintukalastusta,,1958,1908,1975
17516,Venny Soldan-Brofeldt,Kolme pojan vesseliä,,,1863,1945
17518,Mikko Oinonen,Seisova alaston sivulta,,1912,1883,1956
17519,Henrik Tikkanen,Alaston pari sylikkäin,,,1924,1984
17521,Antti Vuori,Yksinäinen,,1970,1935,
17522,Marcus Collin,Rekiretki,,1925,1882,1966
17524,Conrad Kikkert van Egmont,Rantakallioita,,1958,1882,1965
17525,Einar Ilmoni,Mietteissä,,1924,1880,1946
17527,Jaakko Sievänen,Ulla (Ulla Rantanen),,1970,1932,2013
17528,Venny Soldan-Brofeldt,Lapsiharjoitelmia,,,1863,1945
17529,Kauko Lehtinen,Albumi. Sisältää 42 teosta.,,1966,1925,2012
17530,Kalle Eskola,Lampaan kallot,,1970,1912,1998
17531,Venny Soldan-Brofeldt,Kasvi-harjoitelma,,,1863,1945
17532,Ragnar Ekelund,Kuja Avilassa,,,1892,1960
17533,Berndt Lagerstam,Rouva Ahngerin muotokuva,,,1868,1930
17534,Albert Edelfelt,Rantamaisema,1935,,1854,1905
17535,Gunnar Pohjola,Jalkapalloilijan kuolema,,1967,1927,2008
17536,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17537,Sophie Taxell,Puuharjoitelma,,1957,1911,1996
17538,Juho Rissanen,Vanhan miehen pää,,1895,1873,1950
17539,Oscar Kleineh,"Merimaisema, harjoitelma",1944,,1846,1919
17540,Ragnar Ekelund,Näköala Avilasta,,,1892,1960
17542,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17543,Henry Ericsson,Luonnos Helsingin tuberkuloosisairaalan siunauskappelin lasimaalausta varten,,1930,1898,1933
17544,Jaakko Sievänen,Sisi (Arvo Siikamäki),,1973,1932,2013
17546,Venny Soldan-Brofeldt,Lapset laulavat joululauluja ja jouluyö Beetlehemissä,,,1863,1945
17550,Mauri Favén,Muha,,1960,1920,2006
17551,Oscar Kleineh,"Maisemaharjoitelman palanen, jossa on vettä ja rantakalliota",1944,,1846,1919
17552,Jalmari Ruokokoski,Yrjö Ramstedt,,1911,1886,1936
17553,Unto Pusa,Tehdas- ja siltaharjoitelma,,1950,1913,1973
17554,Henry Ericsson,Kirkon pääty,,1921,1898,1933
17555,Venny Soldan-Brofeldt,"Tyttö, kaksi kissaa ja lankakerä",,,1863,1945
17556,Henry Ericsson,Sta Croce,,1923,1898,1933
17558,Oscar Kleineh,"Taitettu paperi, etusivulla katukuva Saksasta, takasivulla kirkontorni- ja kasviharjoitelma",1944,1869,1846,1919
17559,Oscar Kleineh,Rantamaisema,1944,,1846,1919
17560,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallissa olevaa Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17561,Yrjö Saarinen,Poika Paateneesta (Valja Vanninen),,1941,1899,1958
17562,Henry Ericsson,Luonnoksia Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten,,1930,1898,1933
17563,Aarno Salosmaa,Sommitelma XXV,,1966,1941,2008
17564,Inari Krohn,Teeskentelijöitä,,1970,1945,
17565,Venny Soldan-Brofeldt,Käkkärämänty,,,1863,1945
17566,Henry Ericsson,Henkilöharjoitelma,,,1898,1933
17568,Jesus Rafael Soto,Sinistä ja mustaa,,1969,1923,2005
17569,Inari Krohn,Ilkimyksiä,,1970,1945,
17570,Guy Frisk,Sokkelo,,1969,1934,
17571,Reino Hietanen,Piirustus,,1969,1932,
17572,Henry Ericsson,Tappelu,,1920,1898,1933
17574,Ferdinand von Wright,Ann-Marie Fabritius,1969,1849,1822,1906
17575,Gösta Diehl,Katu,,1929,1899,1964
17577,Torger Enckell,Märtha kuolinvuoteella,,1953,1901,1991
17578,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallissa olevaan Isänmaa- nimiseen lasimaalaukseen,,1930,1898,1933
17580,Taisto Ahtola,A III,,1969,1917,2000
17581,Henry Ericsson,"Seinän ja seinämaalaussarjan sommitelma, kesk.ovi",,1916,1898,1933
17583,Venny Soldan-Brofeldt,Tyttö ja poika leikkivät leluillaan,,,1863,1945
17584,Kauko Lehtinen,Sininen puristin,,1970,1925,2012
17585,Henry Ericsson,Mahdollisesti toisinto Kansallisteatterin katsomon kattomaalauksen kilpailuehdotuksesta,,1932,1898,1933
17586,Paul Osipow,Lentävä laatikko,,1969,1939,
17587,Erik Granfelt,Kukka ja piirtäjä,,1969,1919,1990
17588,Henry Ericsson,Kitaransoittaja,,1921,1898,1933
17589,Venny Soldan-Brofeldt,Joulupukki ja muita kohtauksia,,,1863,1945
17591,Oscar Kleineh,Naisen profiili ja himmeästi näkyvä puoliprofiili,1944,1869,1846,1919
17593,Aina Hedmansson,Parrakkaan miehen rintakuva,,,,
17594,Martti Ranttila,Omakuva,,1930,1897,1964
17595,Oscar Kleineh,Rantakiviä ; keskeneräinen,1944,,1846,1919
17596,Hugo Simberg,Aapo,,1897,1873,1917
17597,Oscar Kleineh,Taivasta ; alareuna pohjamaalia,1944,,1846,1919
17598,Tapani Jokela,Harmaa mies,,1965,1922,
17599,Juho Rissanen,Mies kirves olalla,,,1873,1950
17600,Juho Salminen,Taiteilijan profiili (William Rosenberg),,,1892,1945
17601,Kauko Lehtinen,Espanja,,1966,1925,2012
17602,Venny Soldan-Brofeldt,Kolme lasta ja kani,,,1863,1945
17603,Unto Pusa,Tehdasrakennelmia,,1950,1913,1973
17604,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17605,Henry Ericsson,Lasimaalausluonnos mahdollisesti Helsingin tuberkuloosisairaalan siunauskappelia varten ?,,1930,1898,1933
17606,Ragnar Ekelund,La Grande Jatte,,,1892,1960
17607,Antti Favén,Kaupunkikuva silta-aiheineen,1945,1909,1882,1948
17608,Antti Nieminen,Oudot kasvit,,1969,1924,2007
17609,Ahti Lavonen,Tussipiirustus,,1963,1928,1970
17610,Gunnar Pohjola,Keskeytynyt matka,,1967,1927,2008
17611,Max Salmi,Luonnos suurmestarin lipuksi,,1970,1931,1995
17612,Antti Favén,Syysmaisema,,1925,1882,1948
17613,Oscar Kleineh,Kolme purjeveneharjoitelmaa,1944,,1846,1919
17614,Jaakko Sievänen,Arvo Siikamäki,,1970,1932,2013
17616,Luis Feito,N:o 179,,1960,1929,
17617,Eero Nelimarkka,Puisto,,1920,1891,1977
17618,Irja Huuskonen,Asetelma,,1960,1917,1974
17619,Veikko Roikonen,Rautaromuesineitä V,,1972,1922,
17620,Gunnar Pohjola,Ensimmäinen lentoyritys,,1968,1927,2008
17621,Oscar Kleineh,"Majakkaharjoitelma ja yksityiskohta laivan kannelta, Purjeveneitä, kaksipuolinen teos",1944,,1846,1919
17622,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17623,Henry Ericsson,Kirkko,,1921,1898,1933
17624,Juho Rissanen,Eukko maitolekkeri selässä,,1902,1873,1950
17625,Mauri Favén,Musta meri,,1970,1920,2006
17626,Pekka Aarnio,"Seisova mies, alastonharjoitelma",,1955,1930,1960
17627,Aimo Kanerva,"Kristus, Ristiinnaulittu",,1947,1909,1991
17629,Feodor Porokara,Lusia III,,,1920,2000
17630,Ilmari Aalto,Omakuva sivukuvassa,,1910,1891,1934
17631,Akseli Gallen-Kallela,Karkuun lähtö,,,1865,1931
17632,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17633,Giuseppe Viviani,Nauris,,1949,,
17634,Outi Heiskanen,luonnos,,1973,1937,
17637,Yrjö Saarinen,Alaston,,1947,1899,1958
17638,Antti Nieminen,Uhka,,1969,1924,2007
17639,Henry Ericsson,"Sadesää, sommitteluharjoitelmia",,,1898,1933
17640,Teuvo-Pentti Pakkala,Keskittyminen,,,1920,2010
17641,Nils Schillmark,"Jacob Sandberg, lasimestari",,,1745,1804
17642,Bernhard Häkli,Puuseppä,,1924,1890,1962
17643,Juho Salminen,Taiteilijan profiili,,1925,1892,1945
17644,Marcus Collin,Junamatka,,1925,1882,1966
17645,Tapani Raittila,"Croquis, seisova nainen",,1981,1921,2018
17646,Inari Krohn,Hurjimuksia,,1970,1945,
17647,Henry Ericsson,Tehdasrakennuksia,,,1898,1933
17648,Stig Fredriksson,Talvi,,1968,1929,2008
17649,Wilhelm von Wright,Esikuntakapteeni Danielsson,,1844,1810,1887
17650,Henry Ericsson,"Talvikuva, rakennuksia lumessa",,1916,1898,1933
17651,Oscar Kleineh,Kiviharjoitelma,1944,,1846,1919
17652,Ahti Lavonen,T-muotoinen sommittelu,,1967,1928,1970
17653,Pentti Kaskipuro,Hiilikannu,,1968,1930,2010
17654,Venny Soldan-Brofeldt,Kaksi tyttöä ja poika kävelyllä,,,1863,1945
17655,Unto Pusa,Tehtaan piippu ja torni,,1950,1913,1973
17656,Onni Muusari,Jali (J. Ruokokoski) rantatöiden lomassa Espiksellä,,1915,1890,1917
17657,Rafael Wardi,Pöydän ääressä,,1960,1928,
17658,Oscar Kleineh,Maalaistalo,1944,,1846,1919
17659,Erkki Kulovesi,Suru,,1967,1895,1971
17660,Oscar Kleineh,Rantamaisema,1944,,1846,1919
17661,Felix Nylund,Nainen pöydän ääressä,,1920,1878,1940
17662,Jaakko Sievänen,Mikko Laasio,,1970,1932,2013
17663,Albert Gebhard,"Suomi, Vienan-Karjala ja Inkeri",1961,1917,1869,1937
17664,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17665,Veikko Roikonen,Asetelma II,,1972,1922,
17666,Jorma Kardén,Kiinteä aika,,1970,1925,2001
17667,Henry Ericsson,"Istuva mies, pää käsien varassa",,1931,1898,1933
17668,Kauko Lehtinen,Keltainen puristin,,1970,1925,2012
17669,Oscar Kleineh,Keskeneräinen kaupunkikuva ; Merimaisema-ja purjeveneharjoitelmia (kaksipuolinen teos),1944,,1846,1919
17670,Väinö Rouvinen,Laskuvarjo kaupungin yllä,,1968,1932,
17671,Jalmari Ruokokoski,Yrjö Lehtiö,,1926,1886,1936
17672,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,,1898,1933
17673,Reino Hietanen,Aikakello,,1970,1932,
17674,Henry Ericsson,Luonnos Helsingin tuberkuloosisairaalan siunauskappelin lasimaalausta varten,,1930,1898,1933
17675,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17676,Pekka Aarnio,Lepäävä nainen,,1957,1930,1960
17677,Amélie Lundahl,Rannalla istuva poika,,1880,1850,1914
17678,Martti Mäki,Pelko,,1970,1947,
17679,Henry Ericsson,"Tutkielma, intialainen veistos",,1921,1898,1933
17681,Torger Enckell,Naisen kuva,,1957,1901,1991
17682,Aarre Heinonen,Kaksi kannua,,1969,1906,2003
17683,Oscar Kleineh,"Vene rannassa, keskeneräinen",1944,,1846,1919
17684,Venny Soldan-Brofeldt,Dolce far niente,,,1863,1945
17685,Veikko Laukkanen,Ovella,,1969,1930,2000
17686,Henry Ericsson,Rakennustutkielma,,1921,1898,1933
17688,Oscar Kleineh,Rantamaisema ; keskeneräinen,1944,,1846,1919
17689,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallissa olevaan Isänmaa- nimiseen lasimaalaukseen,,1930,1898,1933
17690,Henry Ericsson,Seinänkoristeluluonnos,,1916,1898,1933
17691,Kauko Rantala,Kevät,,1970,1931,1981
17692,Adolf von Becker,"Veneranta, etualalla henkilöitä",,1894,1831,1909
17693,Serge Poliakoff,Sommitelma,,1950,1900,1969
17694,Kimmo Kaivanto,Meri,,1966,1932,2012
17695,Ferdinand von Wright,"Wilhelm von Wright höyläpenkin ääressä, piirustus ""Mariebergin verstas"" -maalausta varten",,1851,1822,1906
17696,Hans Björklind,Näyttelijä,,,1908,1969
17697,Oscar Kleineh,Maisemaharjoitelma,1944,1866,1846,1919
17698,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17699,Oscar Kleineh,"Kallioluoto, harjoitelma",1944,,1846,1919
17701,Henry Ericsson,Tivoli,,,1898,1933
17702,Ilmari Aalto,Yrjö Ramstedtin muotokuvapiirustus,,1910,1891,1934
17704,Henry Ericsson,Kaksi miestä satamassa,,,1898,1933
17705,Rafael Wardi,Sellisti,,1959,1928,
17706,Oscar Kleineh,Harjoitelmia soutuveneistä ja purjeveneistä,1944,,1846,1919
17708,Juho Rissanen,Parrakas mies,,1902,1873,1950
17709,Urpo Wainio,Boutique,,1968,1910,1975
17710,Juho Rissanen,Piipunsytyttäjä,,1895,1873,1950
17711,Erik Granfelt,Lepäävä,,1969,1919,1990
17712,Tapani Raittila,Istuva nainen,,1959,1921,2018
17713,Kalle Eskola,Harmaa asetelma,,1966,1912,1998
17714,Ulla Rantanen,Muistan Mustin,,1969,1938,
17715,Pentti Kaskipuro,Kaappi,,1970,1930,2010
17717,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17718,Mikko Oinonen,Äitini,,1907,1883,1956
17719,Albert Edelfelt,Henkilöharjoitelmia Englannista,1935,,1854,1905
17720,Henry Ericsson,"Luonnoskirja, 31 lehteä",1959,1929,1898,1933
17721,Tapani Raittila,Naisen selkä,,1962,1921,2018
17723,Juhana Blomstedt,Neljä hetkeä,,1967,1937,2010
17724,Arvi Mäenpää,Isäntää juhlitaan,,1958,1899,1976
17725,Henry Ericsson,"Sisäkuva, huonesommittelu",,1925,1898,1933
17726,Venny Soldan-Brofeldt,"H-kirjain, mies ja nainen koivun alla",,,1863,1945
17727,Maija Isola,Syysilta,,1959,1927,2001
17728,Pekka Halonen,Nuori taiteilija,,1890,1865,1933
17729,Aarno Salosmaa,Sommitelma XXI,,1966,1941,2008
17730,Venny Soldan-Brofeldt,Istuva lapsi (Antti),,,1863,1945
17731,Oscar Kleineh,Luonnoksia,1944,,1846,1919
17734,Kauko Lehtinen,Papiljotit,,1970,1925,2012
17735,Henry Ericsson,Selällään makaava tyttö,,,1898,1933
17736,Inari Krohn,Ilkkujia,,1970,1945,
17737,Maria Wiik,Omakuva,,1917,1853,1928
17738,Venny Soldan-Brofeldt,"Eri kohtauksia, mm. pojat kohtaavat jäniksen ja pojat ongella. Kuvituksia.",,,1863,1945
17739,Sophie Taxell,Ratsastajatar,,1957,1911,1996
17740,Aarno Salosmaa,Reliefi II,,1969,1941,2008
17741,Anitra Lucander,Ragnar Söderström,,,1918,2000
17742,Per Stenius,Maisema Lapista,,1959,1922,2014
17743,Torger Enckell,Ajatuksissa,,1971,1901,1991
17744,Esko Tirronen,Riutta,,1960,1934,2011
17745,Venny Soldan-Brofeldt,Koivu maisemassa,,,1863,1945
17747,Alpo Jaakola,Herra Hugo ja kuolema,,1966,1929,1997
17749,Henry Ericsson,Veistostutkielma,,1921,1898,1933
17750,Rafael Wardi,Seisova lapsi,,1959,1928,
17751,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17752,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17753,Nikolai Lehto,Satu,,1954,1905,1994
17754,Kauko Lehtinen,Kuvioita valkoisella,,1966,1925,2012
17755,Hjalmar Munsterhjelm,Saksalainen maalaistalo tien varressa,,1863,1840,1905
17759,Albert Edelfelt,"Rantamaisema, ilta",1935,1890,1854,1905
17761,Henry Ericsson,Mies pää painuksissa (osaluonnos teokseen Hennalan vankileirillä I),,1931,1898,1933
17762,Albert Edelfelt,Muotokuvaharjoitelmia,1935,,1854,1905
17763,Oscar Kleineh,"Merenrantaa, palanen maalausta",1944,,1846,1919
17764,Kimmo Kaivanto,"""We'll meet again some sunny day""",,1968,1932,2012
17765,Kari Jylhä,Steinmetz ystävineen,,1968,1939,2013
17766,Venny Soldan-Brofeldt,Maggie Gripenberg,,,1863,1945
17767,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17768,Albert Edelfelt,Kustavilainen sotilas,1935,,1854,1905
17770,Venny Soldan-Brofeldt,"Tyttö ja kukka, Taidetta kouluihin logo",,,1863,1945
17772,Henry Ericsson,Lasimaalausluonnos mahdollisesti Helsingin tuberkuloosisairaalan siunauskappelia varten ?,,1930,1898,1933
17773,Albert Edelfelt,Nuoren miehen muotokuva,,,1854,1905
17774,Yrjö Saarinen,Sisäkuva Paateneesta,,1941,1899,1958
17775,Reino Hietanen,Allegoria,,1967,1932,
17776,Venny Soldan-Brofeldt,Matroona Kyyrönen,,,1863,1945
17777,Mauri Favén,Rupusiha,,1960,1920,2006
17778,,Piirustus,,,1933,
17779,Unto Pusa,Tehdasharjoitelma,,1950,1913,1973
17780,Kimmo Kaivanto,Katolinen pappi,,1964,1932,2012
17781,Albert Edelfelt,Katu vanhassa kaupungissa,1935,,1854,1905
17782,Maria Wiik,"Naisen muotokuva, sommitteluluonnos",,,1853,1928
17783,Jussi Jylänki,Nainen peilin ääressä,,1916,1893,1958
17785,Oscar Kleineh,"Varhainen höyryalus, kaksipuoleinen teos",1944,,1846,1919
17786,Henry Ericsson,Pojan kuva,,1922,1898,1933
17787,Venny Soldan-Brofeldt,Seisova poika kirjan kanssa,,,1863,1945
17788,Henry Ericsson,"Katukuva, Sagunto",,1921,1898,1933
17789,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,,1898,1933
17790,Henry Ericsson,Luonnoksia mahdollisesti lasimaalausta varten,,1916,1898,1933
17792,Jalmari Ruokokoski,Perhe,,1921,1886,1936
17793,Henry Ericsson,Sirkusratsastajat,,,1898,1933
17794,Åke Mattas,Omakuva,,1959,1920,1962
17795,Venny Soldan-Brofeldt,"I-kirjain, nainen ja lapsi kehdossa",,,1863,1945
17796,Väinö Kamppuri,Eläintarhan silta,,1927,1891,1972
17797,Juho Rissanen,Bretagnelaisia naisia portailla,,1917,1873,1950
17798,Henry Ericsson,Valkoinen talo,,1917,1898,1933
17800,Felix Nylund,Eugen Liadsky,,1918,1878,1940
17801,Jaakko Sievänen,Tapper (Kain Tapper),,1973,1932,2013
17802,Eero Järnefelt,Ukko piippu kädessä,,,1863,1937
17804,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17805,Oscar Kleineh,Merimaisema,1944,,1846,1919
17806,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten,,1930,1898,1933
17807,Pekka Halonen,Onkimies,,1922,1865,1933
17809,Veikko Vionoja,Piha Ilmajoelta,,1970,1909,2001
17811,Nikolai Lehto,Mustat kureliivit,,1972,1905,1994
17812,Juho Rissanen,Harjoitelma (kaksi miehen niskaa),,,1873,1950
17813,Henry Ericsson,"Luonnoskirja, aiheita Roomasta ja Sorrentosta, 13 lehteä",,1923,1898,1933
17814,Kimmo Kaivanto,Torni,,1964,1932,2012
17815,Sam Vanni,Gouachi n:o 1,,1969,1908,1992
17816,Ragnar Ekelund,Katu Avilassa,,1957,1892,1960
17817,Göran Augustson,Rajoitettu tila E,,1967,1936,2012
17818,Tapani Raittila,Sadepäivä,,1967,1921,2018
17819,Henry Ericsson,Maisema-aihe Sorrentosta,,1923,1898,1933
17821,Victor Vasarely,Procion,,1959,1906,1997
17823,Esko Tirronen,Elokuu,,1968,1934,2011
17824,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17825,Berndt Lagerstam,Maisema,,1893,1868,1930
17826,Venny Soldan-Brofeldt,Poika herää lahja vierellään,,,1863,1945
17827,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17828,Juha Soisalo,Tuulinen päivä,,1969,1941,
17829,Nunzio Gulino,Sisäkuva,,1999,,
17831,Oscar Kleineh,"Rantamaisema, harjoitelma",1944,,1846,1919
17832,Unto Pusa,Aitta III,,1957,1913,1973
17833,Reino Hietanen,Toimintoja,,1969,1932,
17834,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallissa olevaa Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17835,Yrjö Saarinen,Alaston,,1947,1899,1958
17836,Oscar Kleineh,Harjoitelmia veneistä ja purjeveneistä,1944,,1846,1919
17837,Oscar Kleineh,"Purjeveneitä, kaksipuolinen teos",1944,,1846,1919
17838,Sulho Sipilä,Ratakadun koulu Helsingissä,,1929,1895,1949
17840,Pekka Aarnio,Istuva alaston mies,,1957,1930,1960
17841,Henry Ericsson,Pietarinkirkko,,1923,1898,1933
17842,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17843,Vilho Lampi,Veistäjä,,1924,1898,1936
17844,Henry Ericsson,"Istuva mies, ylävartalo alaston",,1931,1898,1933
17845,Eero Nelimarkka,Neiti Kekäläinen,,1916,1891,1977
17846,Lauri Ahlgrén,Sommitelma,,1960,1929,
17848,Oscar Kleineh,Henkilöharjoitelmia,1944,,1846,1919
17849,Antti Favén,S. Wettenhovi-Aspan muotokuva,,1905,1882,1948
17850,Henrik Tikkanen,Sylikkäin makaava pari,,,1924,1984
17851,Viljo Nieminen,Sommitelma,,1969,1934,
17852,Henry Ericsson,"Pariisista, vanhoja rakennuksia",,1921,1898,1933
17853,Henry Ericsson,Pajassa,,,1898,1933
17854,Venny Soldan-Brofeldt,Niitty,,,1863,1945
17855,Matti Visanti,Ehtoollinen rintamalla,,,1885,1957
17856,Venny Soldan-Brofeldt,"V-kirjain, metsämies ja kolme jänistä",,,1863,1945
17857,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallissa olevaan Isänmaa- nimiseen lasimaalaukseen,,1930,1898,1933
17858,Oscar Kleineh,Luonnoskirja,1944,,1846,1919
17859,Henry Ericsson,Selällään makaava mies,,1931,1898,1933
17860,Henry Ericsson,"Kalvolan louhoksen toimintaa, luonnos eduskuntatalon suuren valiokunnan istuntosalin seinämaalauskilpailun ehdotukseen",,1930,1898,1933
17861,Aarno Salosmaa,Reliefi,,1969,1941,2008
17862,Venny Soldan-Brofeldt,Joulupukki tuo lahjan pojan sängyn viereen,,,1863,1945
17863,Elga Sesemann,Kaksi naista,,1946,1922,2007
17864,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17865,Oscar Kleineh,Kolme purjeveneharjoitelmaa,1944,,1846,1919
17866,Heikki Somersalo,Okinava,,1969,1936,
17867,Ragnar Ekelund,Alexander Paischeff,,1913,1892,1960
17868,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17869,Helge Dahlman,Keltainen sohva,,1959,1924,1979
17870,Unto Pusa,Siltaharjoitelma,,1950,1913,1973
17871,Oscar Kleineh,"Poutapilviä, harjoitelma",1944,,1846,1919
17872,Lars-Gunnar Nordström,Toimivia dimensioita,,1960,1924,2014
17873,Henrik Tikkanen,Alaston makaava nainen,,1983,1924,1984
17874,Oscar Kleineh,"Mies haavi olallaan, harjoitelma",1944,,1846,1919
17875,Mikko Jalavisto,Kanava n:o 1,,1969,1937,
17876,Olli Miettinen,Neliö II,,1968,1899,1969
17877,Oscar Kleineh,Aittoja ja rantavajoja,1944,,1846,1919
17878,Eino Ruutsalo,Hattupäinen mies,,1956,1921,2001
17879,Eino Ruutsalo,Äiti ja lapsi,,1956,1921,2001
17880,Gösta Diehl,Vankeja ja sotilaita,,1941,1899,1964
17881,Verner Thomé,Ihmisiä puistossa,,1908,1878,1953
17882,Albert Edelfelt,Kustaa II Aadolf keskustelemassa upseeriensa kanssa,1935,1895,1854,1905
17883,Henry Ericsson,Tehdasrakennuksia,,,1898,1933
17884,Henry Ericsson,Kirkonsisusta,,1921,1898,1933
17885,Tapani Raittila,Kaupunkikuva,,1963,1921,2018
17886,Oscar Kleineh,Viisi pientä merimaisemaa,1944,,1846,1919
17887,Rolf Sandqvist,Sommitelma,,1959,1919,1994
17888,Luigi Bartolini,Malli,,1930,,
17889,Henry Ericsson,Luonnos Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten,,1930,1898,1933
17890,Raimo Puustinen,Savupirtti,,1969,1935,2008
17891,Henry Ericsson,"Luonnoskirja, 37 lehteä",,1929,1898,1933
17892,George Grosz,Mies ja nainen,,,,
17893,Oscar Kleineh,"Laiva merellä, harjoitelma",1944,1875,1846,1919
17894,Ragnar Ekelund,Boulevard Raspail,,1957,1892,1960
17895,Sven Grönvall,Työ,,1938,1908,1975
17896,Martti Ranttila,Kortinpelaajat,,1928,1897,1964
17897,Henry Ericsson,"Luonnoskirja, aiheita Roomasta, 10 lehteä",,1922,1898,1933
17898,Sven Grönvall,Työ,,1938,1908,1975
17899,Rolf Sandqvist,Sommitelma,,1959,1919,1994
17900,Kauko Lehtinen,Kasvot saranoilla,,1969,1925,2012
17901,Wilho Sjöström,Rantakoivuja,,1943,1873,1944
