,Artist,Title,Year_acquisition,Date_creation_year,Artist_birth_year,Artist_death_year
28607,Jaakko Sievänen,Suuri maalaus,,1960,1932,2013
28609,Gaston de Latenay,Schelden rantoja,,,1859,
28610,Fernard Desmoulin,Seitsemän naista,1893,,,
28611,Tapio Tapiovaara,Uhka,,1935,1908,1982
28612,Albert Edelfelt,Orkidea maljakossa,1913,1901,1854,1905
28614,Jan Berdyszak,Vaikeneminen I,,1974,1934,2014
28618,Juho Karjalainen,Ranta-aitta,1987,1909,1947,
28621,Pentti Tulla,Nimetön,,1988,1937,1988
28622,Matti Petäjä,Maisema 6/76,,1976,1912,1995
28623,Juho Karjalainen,Luxembourgin puistossa,1987,1903,1947,
28624,Juho Karjalainen,Vauvan korin ääressä,1987,1912,1947,
28625,Juho Karjalainen,Viktor Malmberg,1987,1905,1947,
28626,Ellen Thesleff,Ajatuksissa,,1897,1869,1954
28628,Lisbet Lund,26 paratiisilintua,,1978,1932,
28629,Juho Karjalainen,Viipurin pohjoissatamasta (kuvan alaosa),1987,1898,1947,
28630,Jean Bazaine,La mèr IV,,1968,1904,2001
28631,Jaakko Somersalo,Meno,,1950,1916,1966
28632,Juho Karjalainen,Magnus Enckell,1987,1900,1947,
28633,Juho Karjalainen,Lars Sonck,1987,1906,1947,
28635,Edda Renouf,Jälkiä VI,,1974,1943,
28638,Juho Karjalainen,Itkevä tyttö,1987,1906,1947,
28639,Sam Vanni,Delila,,1979,1908,1992
28640,Juho Karjalainen,Der Pilger,1987,1908,1947,
28641,Juho Karjalainen,Juhannuskokkoja,1987,1907,1947,
28643,Robert Ludvig Haglund,Hovi-intendentti Dardelin muotokuva,,,1844,1930
28644,Hugo Simberg,Kuoleman puutarha,1987,1897,1873,1917
28646,Ina Colliander,Pieni pääsiäisenkeli,,1973,1905,1985
28649,Joseph Porphyre Pinchon,Ratsastaja talvimaisemassa,,,1871,
28650,Bernard Boutet de Monvel,Baari,,1901,1884,
28651,Ina Colliander,"Tito Colliander, ""Vanhus""",,1935,1905,1985
28652,Pentti Kaskipuro,Porttikäytävä,,1954,1930,2010
28653,Erkki Kulovesi,Äiti ja lapsi,,,1895,1971
28659,Akseli Gallen-Kallela,Rauman hautausmaan portti,,1905,1865,1931
28661,Edda Renouf,Jälkiä II,,1974,1943,
28663,Juho Karjalainen,Exlibris Hanna Andersin I,1987,1897,1947,
28664,Lars-Gunnar Nordström,Grafiikan salkusta Five Constructivists,,,1924,2014
28665,Juho Karjalainen,Luutaukko,1987,1897,1947,
28667,Juho Karjalainen,Seisova malli,1987,1914,1947,
28669,Sam Vanni,Solon,,1979,1908,1992
28671,Sam Vanni,Sarjasta Neljän värin etydejä,,1982,1908,1992
28672,Karl-Georg Hirsch,Sohva,,1979,1938,
28674,Juho Karjalainen,Rannalla,1987,1910,1947,
28675,Gérard Titus-Carmel,Chancay X,,1985,1942,
28676,Csaba Rékassy,Asetelma,,,,
28677,Juho Karjalainen,Malli ja naamio,1987,1909,1947,
28679,Richard Paul Lohse,Modulaires/Sérielles,,1977,1902,1988
28680,Juho Karjalainen,Vauva,1987,1912,1947,
28682,Eric O. W. Ehrström,Nainen ikkunan ääressä,1909,1908,1881,1934
28683,Juho Karjalainen,Karvalakkipäinen poika,1987,1897,1947,
28684,Juho Karjalainen,Ruokolahden eukko,1987,1902,1947,
28685,Lars-Gunnar Nordström,Keltainen sommitelma,,1952,1924,2014
28686,Pentti Kaskipuro,Kannu ja leipä,,1958,1930,2010
28687,Louis Legrand,Soireux,,,,
28692,Louis Sparre,Pihakuva Porvoosta,,1905,1863,1964
28693,Juho Karjalainen,Vesivoimalaitos I,1987,1900,1947,
28694,Juho Karjalainen,Parrakas mies,1987,1898,1947,
28695,Juho Karjalainen,In memoriam. Ruotsin Tiedeakatemian 100-vuotisjuhla-adressi,1987,1910,1947,
28696,Aimo Kanerva,Kalliorinne (Äkäslompolon kallioita),,1965,1909,1991
28697,Reino Harsti,"Työstä paluu, hiilisatama",,1935,1900,1979
28698,Key Sato,Kivien syntymä,,1958,1906,1978
28702,Harry Henriksson,"San Nicolo, Anacapri",,1960,1907,1981
28703,Juho Karjalainen,Omakuva (?),1987,1897,1947,
28705,Rolf Münzner,Bulgakoville: Mestari ja Margarita 2,,1976,,
28707,Olli Miettinen,Mierolan silta,,1947,1899,1969
28708,Richard Mortensen,Den förtrollande rektangeln (Le Rectangle Enchanté),,1973,1910,1993
28710,Juho Karjalainen,Gertrud Gadd (keskeneräine),1987,1906,1947,
28711,Juho Karjalainen,Satamakuva,1987,1900,1947,
28712,Edda Renouf,Jälkiä V,,1974,1943,
28713,Juho Karjalainen,Huivi päässä,1987,1897,1947,
28715,Simo Hannula,Elämä ja aurinko,,1980,1932,2016
28716,Richard Mortensen,Sarjasta Lumoava suorakaide,,1973,1910,1993
28717,Richard Paul Lohse,Modulaires/Sérielles,,1977,1902,1988
28721,Ina Colliander,Saunan jälkeen,,1931,1905,1985
28722,Sigurdur Gudmundsson,,,1989,,
28723,Juho Karjalainen,Viilus,1987,1898,1947,
28724,Aune Mikkonen,Kivet,,1979,1922,2002
28727,Simo Hannula,"""Siinä on pullo siinä ikkunan valoneliö..."", Mirkka Rekola - runokokoelmasta: Ilo ja epäsymmetria, WSOY 1965",,1978,1932,2016
28728,Aimo Taleva,Cb Canyon,,1977,1938,2011
28730,Timo Aalto,Punertava,,1979,1941,2003
28731,Ina Colliander,Alttarilla,,1933,1905,1985
28736,Elga Sesemann,Näky,,1945,1922,2007
28738,Elga Sesemann,Kadulla,,1945,1922,2007
28739,Ina Colliander,Saunassa,,1933,1905,1985
28743,Juho Karjalainen,Rantalato,1987,1914,1947,
28745,Juho Karjalainen,Alaston,,1979,1947,
28747,Juho Karjalainen,Mies kynttilän valossa,1987,1900,1947,
28748,Juho Karjalainen,Tupa,1987,1916,1947,
28749,Juho Karjalainen,Tupa,1987,1916,1947,
28751,Juho Karjalainen,Laivan keula,1987,1914,1947,
28752,Juho Karjalainen,Exlibris Guido Simberg I,1987,1897,1947,
28753,Sepp Frank,Istuva nainen (Julia Farnese),,,1889,
28754,Erkki Hervo,Kompositio 6-82,,1982,1924,1994
28755,Juho Karjalainen,Malliharjoitelma,1987,1906,1947,
28756,Sam Vanni,Sarjasta Neljän värin etydejä,,1982,1908,1992
28757,Jorma Hautala,Grafiikan salkusta Five Constructivists,,1987,1941,
28758,Seppo Mattinen,Lahtaus,,1966,1930,
28760,Juho Karjalainen,Malli lämmittelee II,1987,1906,1947,
28761,Juho Karjalainen,Talvimaisema Antreasta,1987,1900,1947,
28762,Juho Karjalainen,Matti Kankaanpää,1987,1898,1947,
28763,Akseli Gallen-Kallela,Kirstintalo Raumalla,,1905,1865,1931
28764,Väinö Rouvinen,Grafiikan lehti ja siihen liittyvä Eeva Kilven runo,,,1932,
28765,Juho Karjalainen,Malli lämmittelee III,1987,1906,1947,
28766,Sam Vanni,Sarjasta Neljän värin etydejä,,1982,1908,1992
28768,Käthe Kollwitz,Nälkä,,1923,1867,1945
28770,Timo Aalto,Vihertävä,,1979,1941,2003
28772,Erkki Hervo,Kompleksi,,1953,1924,1994
28779,Elga Sesemann,Kaksi ihmistä kadulla,,1945,1922,2007
28780,Pentti Lumikangas,Venetsian valoa,,1980,1926,2005
28783,Juho Karjalainen,Hiihtävä poika,1987,1899,1947,
28784,Henry Ericsson,Mielenosoituskulkue,,1931,1898,1933
28785,Sigge Bergström,Kevätpuro lumisten rantojen välissä,,1910,1880,
28786,Erik Werenskiold,Honkia,1911,,1855,1938
28787,Juho Karjalainen,Kuolema ja perunankuorija,1987,1897,1947,
28788,Ismo Kajander,Musiikkikone,,1964,1939,
28789,Juho Karjalainen,Kallioniemi,1987,1901,1947,
28790,Juho Karjalainen,Exlibris Elsa Simberg,1987,1899,1947,
28792,Timo Aalto,Hotelli II,,1977,1941,2003
28793,Juho Karjalainen,Istuva malli,1987,1909,1947,
28795,Juho Karjalainen,Kuolema pyytää kuvaa viikatteeseen,1987,1897,1947,
28796,Shiro Fukasawa,Sharaku ja minä,,1972,,
28797,Ian Colverson,Muutoksia,,,,
28798,Sam Vanni,Sarjasta Neljän värin etydejä,,1982,1908,1992
28799,Alan Green,"Katkelmia, ruskea keskusta",,1980,1932,
28800,Roj Friberg,Maanalaiset,,1982,,
28801,Juho Karjalainen,Arvostelija,1987,1908,1947,
28802,Pentti Tulla,Nimetön,,1988,1937,1988
28803,Juho Karjalainen,Tyttö ongella,1987,1911,1947,
28804,Anitra Lucander,Asetelma,,,1918,2000
28805,Pentti Kaskipuro,Kukkia,,1978,1930,2010
28806,Edda Renouf,Jälkiä I,,1974,1943,
28807,Sam Francis,Nimetön,,1981,1923,
28808,Raimo Kanerva,Vanha kaappi,,1981,1941,1999
28809,Juho Karjalainen,Piru kiikussa,1987,1907,1947,
28810,Harry Henriksson,Keskuskatu,,1945,1907,1981
28811,Rosemary Jarman,NO NO JA 7/1993,,1993,,
28812,Juho Karjalainen,Uimahuone,1987,1898,1947,
28815,Margareetta Liljeblad,Näkötornissa,,1979,1939,
28822,Pentti Saarikoski,"""Ajatukseni eivät muutu. Ne ovat kuin veistetyt..."" Pentti Saarikoski - runokokoelmasta: Onnen aika, Otava 1971",,1978,,
28823,Alfred William Finch,Eteläsatama,,,1854,1930
28826,Guillaume Corneille,Aurinkoinen yö,,1978,1922,
28828,Lauri Ahlgrén,Sivustakatsoja,,1973,1929,
28829,Juho Karjalainen,Talvimaisema,1987,1914,1947,
28830,Matti Saanio,Suru ilman mustia vaatteita.Taimi ja Jouni Aikio.,,1961,1925,2006
28831,Zacharias Heinesen,Ikkuna,,1968,1936,
28832,Väinö Rouvinen,Grafiikan lehti ja siihen liittyvä Eeva Kilven runo,,,1932,
28833,Richard Mortensen,Sarjasta Lumoava suorakaide,,1973,1910,1993
28834,Ilkka Juhani Takalo-Eskola,Omakuva: Enkö ole sellainen millaisia ihmiset ovat?,,1993,1937,
28835,Erkki Hervo,Kompositio 8-83,,1983,1924,1994
28836,Juho Karjalainen,Poro lumella,1987,1912,1947,
28837,Juho Karjalainen,Alaston,1987,1907,1947,
28838,Jim Dine,"Rimbaud, cool impudence on his part",,1973,1935,
28840,Juho Karjalainen,Wolter Simberg,1987,1900,1947,
28841,Pekka Halonen,Yrjö,1976,1909,1865,1933
28843,Pentti Tulla,Nimetön,,1988,1937,1988
28844,Juho Karjalainen,Kuvapatsas puistossa,1987,1903,1947,
28845,Juho Karjalainen,Ukko,1987,1895,1947,
28846,Pekka Halonen,Arttu istuu takalla,1976,1909,1865,1933
28847,Juho Karjalainen,Gallenin karvalakki,1987,1897,1947,
28849,Juho Karjalainen,Kumartuva malli,1987,1905,1947,
28850,Ilkka Juhani Takalo-Eskola,Omakuva: Vain yksilön päässä on ihmisen maailma,,1993,1937,
28851,Veikko Vionoja,Tyttö ikkunassa,,1979,1909,2001
28852,Edvard Munch,Suudelma,,1895,1863,1944
28853,Reino Harsti,Äiti ja lapsi,,1946,1900,1979
28858,Akseli Gallen-Kallela,Viola Gallénin muotokuva,,1897,1865,1931
28859,Reino Harsti,Vanhankirkon puisto,,1933,1900,1979
28860,Eero Järnefelt,Kesäyön kuu,,1889,1863,1937
28861,Frank Brangwyn,Santa Maria della Salute,,,1867,1956
28862,Pentti Kaskipuro,Mies piippu suussa,,1952,1930,2010
28863,Olavi Ryyppö,Anopin kahvimylly,,1965,1917,1988
28864,Albert Edelfelt,Kuunteleva mies teoksesta Bellman laulaa viimeisen kerran ystävilleen),1913,1900,1854,1905
28865,Jan Berdyszak,Vaikeneminen XIII,,1974,1934,2014
28870,Taisto Toivonen,Peilikuva,,1969,1921,
28871,Tapio Tapiovaara,Espanja barrikadeilla,,1936,1908,1982
28872,Jim Dine,Five paint brushes,,1973,1935,
28873,Juho Karjalainen,Talvinen puro,1987,1915,1947,
28876,Juho Karjalainen,Istuva malli,1987,1909,1947,
28877,Shiro Fukasawa,Utamaro ja minä,,1972,,
28878,Juho Karjalainen,Satama,1987,1917,1947,
28879,Juho Karjalainen,Omakuva I,1987,1897,1947,
28880,Manuel Robbe,Pianon ääressä,,,1872,
28881,Max Bill,Bi 40,,1975,1908,1994
28882,Olle Kåks,Campagnola,,1979,,
28883,Alan Green,"Katkelmia, musta/harmaa",,1980,1932,
28884,Juho Karjalainen,Ukkossade,,1987,1947,
28885,Veikko Stålhammar,Unohdettu,,1980,1935,
28886,Anitra Lucander,Asetelma II,,1954,1918,2000
28887,Ina Colliander,Lapsi korissa,,1932,1905,1985
28888,Seppo Mattinen,Desperado,,1980,1930,
28889,Juho Karjalainen,Mietteissä,1987,1897,1947,
28890,Väinö Rouvinen,Grafiikan lehti ja siihen liittyvä Eeva Kilven runo,,,1932,
28893,Matti Petäjä,Maisema 4/76,,1976,1912,1995
28894,Ellen Thesleff,Purjeveneitä satamassa,,1900,1869,1954
28895,Juho Karjalainen,Iltaa kohti I,1987,1913,1947,
28896,Juho Karjalainen,Vaakuna ja kypärä,1987,1906,1947,
28897,Juho Karjalainen,Hattupäinen nainen,1987,1910,1947,
28899,Marius af Schulten,Herrainhuone (Weckmans villa),,1922,1890,1978
28900,Juho Karjalainen,Lukeva tyttö II,1987,1897,1947,
28901,Leonhard Lapin,Protsess XXXVIII,,1994,1947,
28902,Veikko Stålhammar,Torni,,1979,1935,
28904,Anitra Lucander,Sommitelma III,,1954,1918,2000
28905,Juho Karjalainen,Poika pallilla,1987,1910,1947,
28913,Juho Karjalainen,Else et Paul (Kihlapari),1987,1897,1947,
28914,Juho Karjalainen,Uudisrakennus,1987,1911,1947,
28916,Juho Rissanen,Maalaisnainen,1914,1904,1873,1950
28919,Juho Karjalainen,Nukkuva mies II,1987,1906,1947,
28921,Lisbet Lund,Nr. 6 d-moll,,1978,1932,
28922,Eero Järnefelt,Järvimaisema auringonlaskussa,1907,1900,1863,1937
28923,Juho Karjalainen,Talviteloilla I,1987,1915,1947,
28924,Juho Karjalainen,Pariisin puistosta,1987,1903,1947,
28925,Allen Jones,High Society,,1985,,
28930,Tapio Tapiovaara,Kuolemanrangaistus,,1935,1908,1982
28931,Jirí Anderle,"Sotilas, poika ja vaimo WV 184",,1980,1936,
28932,Väinö Rouvinen,Aamu,,1976,1932,
28933,Eric O. W. Ehrström,Tukkilautta öisellä järvellä,,1909,1881,1934
28935,Kenneth Martin,Four history pictures,,1982,1905,1984
28939,Juho Karjalainen,Järvimaisema,1987,1915,1947,
28940,Juho Karjalainen,Hiihtävä poika I,1987,1904,1947,
28942,Juho Karjalainen,Lato talvella,1987,1899,1947,
28943,Sigurdur Gudmundsson,"Nocturne, sarjasta Muistoja",,1992,,
28944,Pekka Halonen,Arttu pakottaa kuparia,1976,1909,1865,1933
28945,Richard Mortensen,Den förtrollande rektangeln (Le Rectangle Enchanté),,1973,1910,1993
28946,Juho Karjalainen,Orjantappuraportti,1987,1908,1947,
28947,Juho Karjalainen,Talvinen mäki I,1987,1915,1947,
28948,Juho Karjalainen,Keinuhevonen,1987,1899,1947,
28949,Anitra Lucander,Istuva alaston,,,1918,2000
28951,Edouard Manet,"Berthe Morisot, bröstbild en face",1932,,1832,1883
28952,Ahti Lavonen,Piirustus,,1963,1928,1970
28953,Stanisław Fijałkowski,VIII muunnelma teemasta numero neljä,,1977,1922,2020
28957,Juho Karjalainen,Köpsä,,1979,1947,
28959,Antero Olin,Castello I,,1981,1948,
28960,Juho Karjalainen,Marie von Heiroth II,1987,1901,1947,
28961,Juho Karjalainen,Exlibris Wolter Simberg I,1987,1897,1947,
28964,Juho Karjalainen,Suomalainen elegia,1987,1895,1947,
28965,Juho Karjalainen,Draperiaharjoitelma ynnä muita harjoitelmia,1987,1895,1947,
28967,Erkki Hervo,2-71,,1971,1924,1994
28968,Juho Karjalainen,Exlibris Oskar Rewell I,1987,1915,1947,
28970,Juho Karjalainen,Haukotteleva malli,1987,1909,1947,
28971,Ina Colliander,Ovella,,1933,1905,1985
28972,Juho Karjalainen,Jaala satamassa,1987,1902,1947,
28973,Sixten Haage,Tehdas,,1981,,
28974,Rolf Sandqvist,Kaktuksia,,1945,1919,1994
28975,Richard Paul Lohse,Modulaires/Sérielles,,1977,1902,1988
28976,Juho Karjalainen,Takkatulen ääressä,1987,1895,1947,
28978,Lisbet Lund,He menivät ohi I,,1978,1932,
28985,Marius af Schulten,Eteläsatama,,1916,1890,1978
28986,Ina Colliander,Hevoshaassa,,1933,1905,1985
28996,Jan Olof Mallander,Paperiveistosmappi,,1972,1944,
28998,Allen Jones,Stage set,,1982,,
28999,Richard Mortensen,Sarjasta Lumoava suorakaide,,1973,1910,1993
29001,Juho Karjalainen,Luutamummo I,1987,1898,1947,
29002,Juho Karjalainen,Epäsointuja,1987,1900,1947,
29003,Väinö Rouvinen,Grafiikan lehti ja siihen liittyvä Eeva Kilven runo,,,1932,
29004,Lars-Gunnar Nordström,Litografia,,,1924,2014
29006,Karl-Georg Hirsch,Huomio !,,1979,1938,
29007,Juho Karjalainen,Alaston,1987,1910,1947,
29009,Juho Karjalainen,Kevättä kohti,1987,1897,1947,
29011,Juho Karjalainen,Orjantappuraportti I,1987,1907,1947,
29012,Juho Karjalainen,Katajanokan rantaa II,1987,1906,1947,
29013,Juho Karjalainen,Vesikivellä II,1987,1897,1947,
29015,Aune Mikkonen,Kevätpäivä,,1977,1922,2002
29016,Anitra Lucander,Sommitelma,,,1918,2000
29017,Pekka Halonen,Nuori tyttö,1976,1909,1865,1933
29018,Juho Karjalainen,Liisa-muori,1987,1917,1947,
29019,Rafael Canogar,Sotaleikki,,1972,1935,
29020,Juho Karjalainen,Kaksi kirkkoa,1987,1897,1947,
29021,Leonhard Lapin,Protsess XXXVII,,1994,1947,
29023,Juho Rissanen,Mies piippu suussa,1914,1904,1873,1950
29025,Ellen Thesleff,Purjeveneitä,,,1869,1954
29028,Juho Karjalainen,Halosenniemi talvella,1976,1909,1947,
29029,Théophile Alexandre Steinlen,Katusoittaja iltapimeällä torilla,,,1859,1923
29030,Pentti Kaskipuro,Ikkuna,,1956,1930,2010
29034,Juho Karjalainen,Mensin saari,1987,1906,1947,
29036,Vladimir Velickovic,Elämys / Rotta,,1977,1935,
29037,Antti Ojala,Mies metsässä,,1978,1935,
29038,Juho Karjalainen,Malliharjoitelma,1987,1909,1947,
29040,Sam Vanni,Sarjasta Neljän värin etydejä,,1982,1908,1992
29043,Juho Karjalainen,Tummia purjeita,1987,1909,1947,
29046,Juho Karjalainen,Nukkuva mies II,1987,1906,1947,
29047,Juho Karjalainen,Mummot metsässä,1987,1908,1947,
29048,Albert Edelfelt,Louis Pasteurin muotokuva,1886,,1854,1905
29051,Marius af Schulten,Peilin ääressä,,1916,1890,1978
29052,Sixten Haage,Mitt hjärtats landskap - grafiikkasalkun etulehti,,1981,,
29053,Aune Mikkonen,Kaatunut puu,,1977,1922,2002
29054,Hugo Simberg,Juhannuskokkoja,,,1873,1917
29056,Juho Karjalainen,Nuori äiti,1987,1906,1947,
29058,Juho Karjalainen,Alaston,,1980,1947,
29059,Hans Hamngren,Kaakeliuuni,,1973,,
29060,Marius af Schulten,Maisema,,1916,1890,1978
29061,Ulla Rantanen,Puu,,1966,1938,
29062,Sixten Haage,Hiilivoimalaitos,,1980,,
29067,Fernard Desmoulin,Seitsemän naista,1893,,,
29068,Olavi Ryyppö,Anopin radio,,1967,1917,1988
29070,Elga Sesemann,Ranta,,1945,1922,2007
29074,Juho Karjalainen,Kesän aaltoja,1987,1898,1947,
29076,Pekka Mäkinen,Kolari,,1965,1941,1989
29077,Pekka Halonen,Anni ja Elina,1976,1909,1865,1933
29079,Aleksanteri Ahola-Valo,Nymfi soittaa,,1980,1900,1997
29080,Hans Hamngren,Homunculus,,1974,,
29082,Helmtrud Nyström,Nils Holgersson tienhaarassa,,1977,,
29083,Alfred Hrdlicka,Viimeinen päivä...,,1979,1928,
29084,Aune Mikkonen,Puiston reuna,,1979,1922,2002
29085,Vladimir Velickovic,Laatikon kaksi tilaa,,1977,1935,
29086,Hugo Simberg,Täti 86-vuotiaana,,1907,1873,1917
29088,Juho Karjalainen,Alaston,1987,1909,1947,
29089,Louis Legrand,Isosisko (La grande soeur),,,,
29090,Juho Karjalainen,Exlibris Victor Hoving III,1987,1897,1947,
29091,Juho Karjalainen,Muotokuvaharjoitelma,1987,1897,1947,
29098,Juho Karjalainen,Alaston,1987,1909,1947,
29099,Taisto Toivonen,Sahaajat,,1977,1921,
29100,Jean Bazaine,La mèr VII,,1968,1904,2001
29101,Timo Aalto,Hotelli I,,1977,1941,2003
29103,Edwin Lydén,Morsiamen kuolo (aihe Kantelettaresta),,1908,1879,1956
29104,Hannu Hämäläinen,Pyramidi II,,1988,1947,
29105,Erik Werenskiold,Ystävättäret,1911,,1855,1938
29107,Caj Westerberg,"""On osattava taipua jos et voi väistää..."", Caj Westerberg - runokokoelmasta Reviirilaulu, Otava 1978",,1978,,
29108,Aimo Taleva,Ha Hill,,1977,1938,2011
29110,Nils Nilsson,Tytön muotokuva,,,1901,1949
29112,Ragnheidur Jónsdóttir,Lokakuun 24.,,1976,1933,
29118,Juho Karjalainen,Riihilahden venevajoja,1987,1915,1947,
29119,Julius Buddeus,Historiallinen taistelukohtaus metsässä,1889,,,
29120,Csaba Rékassy,Daidalos ja Ikaros,,,,
29121,Juho Karjalainen,Exlibris Wolter Simberg II,1987,1899,1947,
29123,Juho Karjalainen,Julius Simberg,1987,1897,1947,
29126,Voitto Vikainen,Piispa Henrik ja Lalli,,1952,1912,1985
29127,Juho Karjalainen,Vaahtopäitä,1987,1900,1947,
29128,Juho Karjalainen,Luotsi I,1987,1907,1947,
29129,Hugo Simberg,Keinutuolissa,1987,1908,1873,1917
29131,Juho Karjalainen,Mallin ateria I,1987,1906,1947,
29133,Sam Vanni,Sarjasta Neljän värin etydejä,,1982,1908,1992
29134,Gaston de Latenay,Maisema kylätien varrelta,,,1859,
29140,Antti Salokannel,Sateinen metsä,,1977,1950,
29141,Veikko Vionoja,Seuroissa,,1978,1909,2001
29144,Anitra Lucander,Sommitelma,,1954,1918,2000
29148,Théophile Alexandre Steinlen,Rakavastava pari puiston penkillä,,,1859,1923
29149,Erkki Kulovesi,Ardennelaishevoset,,,1895,1971
29153,Juho Karjalainen,Istuva nainen,1987,1903,1947,
29154,Frank Brangwyn,Sahureita,,,1867,1956
29156,Juho Karjalainen,Vauva,1987,1912,1947,
29157,,Grafiikan salkusta Five Constructivists,,1987,,
29159,Sixten Haage,Tiilitehdas,,1981,,
29160,Pekka Halonen,Anni ja Elina,1976,1909,1865,1933
29162,Karl-Georg Hirsch,Kiviä,,1980,1938,
29163,Margareetta Liljeblad,Keinussa,,1977,1939,
29165,Taisto Toivonen,Rysä,,1977,1921,
29166,Väinö Rouvinen,Grafiikan lehti ja siihen liittyvä Eeva Kilven runo,,,1932,
29167,Harry Henriksson,Tevere,,1960,1907,1981
29168,Juho Karjalainen,Knallipäinen mies,1987,1906,1947,
29169,Juho Karjalainen,Pianon ääressä,1987,1906,1947,
29170,Zoltán Lenkey,Melankolia,,,,
29171,Heikki Häiväoja,Mitali Serlachiuksen suvulle ja Mäntän tehtaiden 125-vuotisjuhlan muistoksi,,,1929,
29172,Juho Karjalainen,Ruokolahden eukko ja tyttö,1987,1902,1947,
29173,Juho Karjalainen,Kukkien hoitaja,1987,1911,1947,
29174,Juho Karjalainen,Rantasauna,1987,1915,1947,
29179,Eugène Delâtre,Place de la vieille Eglise St.Pierre Montmartrella,,,1864,
29180,Albert Besnard,Nainen nojatuolissa,,1870,1849,1934
29181,Hugo Simberg,Kuolema luistelee,1987,1899,1873,1917
29186,Tapio Tapiovaara,Madrid,,1937,1908,1982
29187,Albert Edelfelt,Kansanelämää,1913,1903,1854,1905
29190,Juho Karjalainen,Inge Simberg,1987,1898,1947,
29191,Gérard Titus-Carmel,Chancay IX,,1985,1942,
29192,Max Bill,Bi 37,,1976,1908,1994
29193,Simo Hannula,Kap Hornin kiertäjä,,1981,1932,2016
29195,Margit Ágotha,Maisema,,1976,,
29196,Väinö Rouvinen,Grafiikan lehti ja siihen liittyvä Eeva Kilven runo,,,1932,
29198,Edda Renouf,Jälkiä IV,,1974,1943,
29199,Tetsuya Noda,Päiväkirja: 30.11. -77 (C),,1977,,
29200,Juho Karjalainen,Venevaja,1987,1901,1947,
29201,Juho Karjalainen,Sarah Bernhardin linna,1987,1910,1947,
29202,Hans D. Voss,S 72-77 Peilikuva UE,,1977,1926,
29203,Juho Karjalainen,Otto Donner,1987,1905,1947,
29204,Juho Karjalainen,Vekrotniemen saha I,1987,1898,1947,
29205,Pentti Tulla,Nimetön,,1986,1937,1988
29206,Svenerik Jakobsson,Narsarsnaq,,1981,,
29208,Juho Karjalainen,Kuningatar onkii,1987,1895,1947,
29209,Juho Karjalainen,Gallen-Kallela piippuineen,1987,1897,1947,
29210,Juho Karjalainen,Myssypäinen ukko,1987,1897,1947,
29211,Juho Karjalainen,Kelkanvetäjät,1987,1912,1947,
29212,Juho Karjalainen,Tyttö,1987,1898,1947,
29213,Antti Salokannel,Kalastajan hattu,,1988,1950,
29214,Juho Karjalainen,Kotkan satamasta,1987,1908,1947,
29215,Juho Karjalainen,Talvimaisema,1987,1900,1947,
29216,Juho Karjalainen,Alaston,1987,1908,1947,
29218,Juho Karjalainen,Luotsi II,1987,1907,1947,
29219,Viktor Kuusela,Hyppäänkö?,,1985,1925,
29221,Juho Karjalainen,Pakkaliinin Leenna,1987,1898,1947,
29223,Juho Karjalainen,Leikkitoverit,1987,1897,1947,
29224,Aimo Taleva,Hb Hill,,1977,1938,2011
29225,Fernard Desmoulin,Miehen muotokuva,1893,,,
29226,Pentti Kaskipuro,Kuiva lanttu II,,1978,1930,2010
29229,Lea Ignatius,Talven mentyä,,1982,1913,1990
29230,Olaf Willums,Kuvitusta teokseen Norska folkvisor,,1936,1886,1967
29231,Lea Ignatius,Sateen saapuessa,,1986,1913,1990
29232,Marcel Mouly,Arabialainen tanssijatar,,1953,1918,2008
29233,Rolf Sandqvist,Gröna Lund,,1955,1919,1994
29234,Juho Karjalainen,Kukkien hoitaja,1987,1908,1947,
29235,Juho Karjalainen,Isä kuistilla,1987,1912,1947,
